content,labels
딱봐도 거근느낌남ㅋㅋㅋㅋ,0
채무소추보단 거근사냥단이 좋대,1
아 채무처리인보다 키 크고 어깨 넓어서 반했다고 ㅋㅋㅋㅋㅋㅋ,0
집 있는 능력좋은 남자를 선택했노,0
아 나도 저 생각 했는데 ㅋㅋㅋㅋㅋㅋ,0
ㅆㅇㅈ,0
ㄹㅇ 딱봐도 괴물같이 생겼자너,0
헬카콜라ㅋㅋㅋ,0
과도한 메타화 ㅋㅋ,0
자살도 못하노 ㅋㅋㅋㅋ,0
초전자포는 커녕 걸카페건자체가 없어졌음,0
4번째 개구리 시발ㅋㅋ,1
ㅋㅋㅋㅋㅋㅋㅋ자살실패했노,0
ㅈㄴ 웃기네 ㅋㅋㅋ,0
자살실패 씹 ㅋㅋ,0
시발 밧줄조차 도와주질 않노...,1
무거워서 밧줄이 자살하네,1
이겜 아직 섭종안함?,0
기출변형 시발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
여경리타 머꼴,0
정신병자새끼네 잘했다,1
그래도 만점은 주노 ㅋㅋㅋㅋ,0
아ㅅ실수로비추,0
그러게,0
지금쯤 여고생 건드렸다가 교직 떠났을듯,0
그 새끼 여학생 편애해서 남학생한테 욕 존나 먹었음,0
점수는 잘 줬단 게 좀 웃기네 ㅋㅋ,0
행동하는 카붕이 개추,0
네 녀석 점수는 솔직하잖아~,0
만점은 준게 다행이라 해야하나 ㅋㅋㅋㅋㅋㅋㅋ,0
점수땄으니 다행이긴한데 그 남페미 관상 과학이였냐 남페미치고 멀쩡한놈을 못본것같은데,0
엥 난 약간 도중에 그 악수요청 이런거말할때부터 주작썰인줄알앗는데 진짜임?,0
근데 저걸 진짜했으면 남자애들은 응원해줄듯ㅋㅋ,0
악수요청같은건 뭐 적당히 양념친거겠지 근데 나같으면 응원해줌 ㅋㅋㅋㅋㅋ,0
점수 준 것도 아마 주기 싫었는데 내신이랑 연결되는 거라 잘못 줬다가 역풍맞으면 ㅈ되서 준듯 ㅋㅋ,0
이게 무슨얘기인지 설명좀만해주라 점수 짜게주면 선생도 불이익감?,0
ㄴ 그건 아닌데 고등학교 내신은 대학교  입시와 직결되기 때문에 1점가지고도 학생이 선생을 고소하는 경우도 있음 그러니까 저기서 저 남페미 병신교사가 점수 짜게줬다가 학부모나 학생이 난리치면 걍 본인이 손해보는게 더 많아서 지 신념 굽힌듯,1
대놓고 부당하게 주면 시비 걸리기 딱 좋지 ㅇㅇ,0
그래도 만점 줬으면 그사람은 인성이 제대로 된 사람이라 인정할수잇지않겟냐 지딴에는 자기 사상과 달라서 존나 꼬왔겠지만 어쨌든 결과적으로는 학생의 능력을 제대로 평가한거니까 진짜 좆같은 '남페미'였으면 사상이 다르다는 이유로 니가 생각을 제대로 전달할수있는 발표능력이 있는데도 그걸 무시하고 점수를 낮게주는 갑질을 했을꺼라고 생각함,1
동의,0
걍 전형적인 586대깨문스윗한남쿨찐임 ㅇㅇ,1
그래도 만점은 준게 일말의 양심은 남아있었나보네 ㅋㅋ 꼴통에 남페미 그 세대였으면 꼰대기질 발동해서 말도 안되는 논리를 고집하면서 점수도 ㅈ같이 줬을텐데,0
점수를 제대로 줬다는 점에서 훌륭한 선생이라 볼 수 있지 않냐?,0
"""카붕아, 난 네가 대체 무슨 말을 하고 싶은 지 모르겠어."" ""대체 이게 무슨 내용이니, 선생님은 하나도 이해가 안돼."" ""니네 진짜 수행평가 이따구로 할거지?"" 이거 ㅈㄴ 페미는 아닌데 중대장놈이랑 말투 개똑같노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ",0
앞으로도 잘 부탁해,0
모아서 올려주시면 감사합니다,0
퍼챈의 보배인데숭,0
저 으에엑 오에엑은 봐도봐도 서러워보임ㅋㅋㅋ,0
"갑자기 정산하길래 퍼바한다는 줄 알고 깜짝 놀랐네 ㅅㅂ 앞으로도 계속 그려줘 ""해줘""",0
적당히 쿨만 돌면 모아 올리는 걸 대부분 반기는 편임,0
퍼챈의 보배,0
이런거 올리면 좋지,0
이자는 퍼챈의 보배인데쑤,0
실력이점점느누,0
이걸 어떻게 매일 그림,0
이제 포샵으로 지워가지고 할듯 ㅋㅋ,0
진짜 씨발 바퀴벌레 새끼들 ㅋㅋ,1
"검색해보니까 저런 썸네일,상품설명인데 없는데?",0
https://www.coupang.com/vp/products/5314048155?itemId=7708294112&vendorItemId=74998526928&q=%EC%96%91%EA%B0%80%EC%A3%BD+%ED%8F%AD%EC%8A%A4%EB%B0%94%EA%B2%90+%ED%82%A4+%EC%BC%80%EC%9D%B4%EC%8A%A4&itemsCount=36&searchId=a6426ba8f80a4308bfd4d7cf8621ef37&rank=5&isAddedCart= 썸네일엔 없고 본문엔 있네,0
워터마크 가즈아 ㅋㅋㅋㅋㅋ,0
위너제도 아직도 안고쳤네,0
멸망후 생존 tcg가 생각나네,0
느낌있다,0
알비스 보니까 진짜 든든하네,0
쪼꼬 뽀메이션 범위가 늘어났습니다,0
오 느낌 좋다,0
쟤들의 이야기가 보고싶다...,0
소녀들은 오늘도 살아가는데스,0
좌우좌 무기상실과 무용칼 소지한 안드바리,0
지원기 2명에 보호기 1명이면 딜은 누가넣어?,0
무용도 지원기자너~,0
콘스탄차랑 그리폰 무기 든 좌우좌 그려조,0
개추야,0
그냥 아포칼립스가 아니라 좀비 아포칼립스 같은데요,0
세기말 감성 추,0
성숙해진 꼬맹이들 조와,0
개잘그렸네,0
누가달타냥이냐,0
와 씨 이건 개추다 근데 중간에 왜 일본어 섞여있는거여,0
ㅎㅓㄱ 일본어 사진을 잘못넣엇네요 수정하겠습니다,0
와 감사합니다,0
개추나 쳐먹어랏 이자식,0
능력자는 개추인데스,0
능력자 개추 + 실험체별 공략같은거 있으면 좋긴할듯,0
의견 감사합니다! 조만간 추가해보겠습니다 !!,0
대박이넹,0
와... 대박이네,0
미쳣네,0
고수,0
"좀 빡센기능이라고는 생각하는데, 루트 설정할때 아이템 완성도 체크 되면 좋겠어. 토르의 망치를 예시로 들면  1루트 항구에선 [단봉, 배터리](+가죽)  이니 항구에 '워해머 or 사슴망치' 표시를 해주고, 2루트 고급주택가에서 [탄산수] 챙겼으니 고급주택가에 '토르의 망치' 표시를 해주는거지.",0
"이런 기능 있으면 루트 순서 설정하기 편하지 않을까 생각함.. 그리고 일레븐은 '망치' 가 기본적으로 지급되고 시작하는데, 생존 도감 앱에서 루트 설정하면 망치를 따로 주워야 하도록 표시되어있음..",0
첫댓글 기능 자체는 이미 이리에도 있는 기능이네,0
의견 감사합니다! 최대한 빨리 반영하겠습니다,0
개추,0
염색하니 생각보다 이쁘네,0
망토 보여줘 망토때문에 고민했는데 인겜에서보면 이쁜가,0
새로 글 올려줄게,0
이거 목에 초커땜에 앞모습은 진짜이쁘더라,0
사슴벌레..,0
날개 ㅅㅂㅋㅋ,0
나도 그거땜에 망설였는데 본캐라 못참았어..,0
아니 미친 ㅋㅋㅋ,0
족고수,0
바퀴벌레!,0
이제 색깔별로 다 모아야지,0
미....친놈...,0
이래보니까 2차가 깔끔해서 더 예쁜거 같다,0
대체 왜...,0
"""낭만""",0
웨딩플래너같누,0
질도 좋은데,0
몬필응디 개쩌노,1
와 미친 씹고수네,0
질도 좋은데,0
죄다 미드업찐들이노 ㅋㅋㅋ,0
와우,0
질도 명기처럼 꽉꽉 조이는데,1
키타카제 저래 나오면 키우지ㅋㅋ,0
기본도 빻았고 스킨은 엘린마냥 애새끼로 섹스어필하는거 존나 토쏠리든데,1
마야 슴부조작 뭐야,0
둘 다 고른 거 같은데,0
마야 슬렌더 찌찌 머꼴,1
섹스섹스섹스,1
ㅋㅋㅋ,0
로갓비틱 메모완료,0
이 새끼 뉴비라 그래서 등반 15렙부터 존나 많이 쳐줬는데 십련이 ㅋㅋㅋㅋㅋㅋㅋㅋ,1
능지처참,0
로갓이라면서 어캐 잡았노 ㅋㅋ,0
아 닉이 뜨노,0
개쩔긴하노,0
개쪈다,0
보지바에 상아트리플 뭐노 십ㅋㅋㅋㅋㅋㅋ,1
지식이 늘었다,0
큰몹은 무조건 좌하단인가 실제인식위치가,0
지식이 늘었다,0
아스트라는 어떤 곳일까....,0
와 이건 몰랐다 비비안쓰면서도 눈치못챘는데,0
얘 누구? 콘스탄틴인가?,0
몬가 몬가임,0
만카이,0
문 브레이커가 훨씬 낫겠다,0
재앙섬 ㄷㄷ,0
사신을 추방한 신도들 ㄷㄷ,0
깨져라 경화수월,0
아이젠은 킹정이지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
라이젠,0
파오캐 보스,0
언제부터 내가 오픈채팅방 밖에 있다고 생각했지?,0
ㅋㅋㅋㅋㅋㅋㅋ,0
느리구나. 내보내는 것 조차.,0
ㅋㅋㅋㅋㅋㅋㅋ,0
병먹금 잘하네,0
블리치 재밌음? 옛날에 아이젠 배신까지 본거같은데,0
웨코문드까지만 보고 손절해라,0
사신힘 소실편 까지 보면 인생만화 그 뒤까지 보면 인생손해,0
애니편이 사신힘 소실 그 풀 브링어 되는 편 까지 나왔나?,0
지금 보면 설정구멍 천지에 떡밥회수 개떡같은 b급만환데 그래도 간지 하난 최고,0
소설판까지 다보면 아이젠 배신한 이유까지 다나옴,0
아이젠편이후가 쓰레기다 욕은 존나 먹어도 킬링타임용은 충분히 해냄 만화책으로 급하게 완결내느라 떡밥회수못한거 소설편에서 회수하기도 하니까 다 보는거도 잼있음,0
풀브링이 ㅈ구리고 천년혈전은 봐줄정도 초기 아이젠편까지는 띵작,0
너무 강한 말은 쓰지 마...,0
약해 보인다구,0
언제부터 경화수월을 쓰지않는다고 생각했지?,0
무월 마렵네ㅋㅋ,0
나도 웨문코드편까지 보고 중단..마지막화 빼고..,0
배신자새끼 ㅜㅜ,0
뭐.라.고.!.,0
뭐,0
라,0
고,0
뭐.라.고.!.,0
사실 신천지는 경화수월의 환상이 아닐까,0
사이비종교 하드카운터ㅋㅋㅋ,0
소난다..,0
솔직히 간지나긴해,0
딱 사신힘 잃었을때까지가 존잼,0
얼탱이가 없네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
"너도, 나도 '이만희도' ㅋㅋㅋㅋㅋㅋㅋㅋ",0
이수근?,0
전운 몸뚱이에 이수근 눈코입이 달렸어?,0
'대화 불가능한 상대다 ㅡ.',0
사신이 나오네 ㅋㅋ,0
틀딱이라 이해 못함 설명좀 해줘,0
틀인데 블리치를 안봤네,0
블리치가 틀딱 만화 아니냐 ㅋㅋ 요즘 애들은 블리치 모름.,0
블리치라는 만화 캐릭터인데 쟤가 스스로 군림하겠다고 주인공들한테 도발날리는 중,0
틀딱이니까 알아야지 ㅋㅋㅋㅋ,0
아이젠은 못참지 ㅋㅋ,0
경화수월 좌,0
한창 블소하던 시절에...영생의사원 레이드 단톡방에 저런 애들이 들어와서 ㅈㄴ ㅈㄹ을 하던데... 영생의사원은 신천지 얘기가 아니라 걍 레이드 던전이름이었을뿐 ㄱ-,0
ㅋㅋㅋㅋ개웃기네,0
악태후를 신앙하는 더러운 흑룡교 놈들!,0
대화가 불가능한 상태입니다 라는말 왤케 절묘하게 잘맞아떨어지지ㅋㅋㅋㅋㅋ,0
하 어릴때 신천지나 들어갈걸 섹스도 하고 아싸도 피할있을텐데,1
아니 그걸 굳이 신천지에 들어가야 이룰수 있냐 너는 ㅋㅋ 주어진 기본 능력치가 얼마나 개똥망이면,0
얘는 신천지 들어간다고 섹스 할수있는줄 아나보네 ㅋ,1
신천지는 아무나 받아주나 ㄹㅇㅋㅋ,0
신천지도 먹을 것도 없고 오히려 있으면 불행 탄다고 거름 ㅋㅋ,0
근데 뒷설정 보니 아이젠 진짜 혁명가 맞더라 ㅋㅋ,0
너무 강한말은 쓰지마 약해보이거든,0
신천지는 카톡말고 자기들 앱으로 대화한다고 들었는데,0
텔레그램쓰지 ㅇㅇ,0
선물로 실세즈드릴게여,0
헐 넘 잘구린다...,0
"와 개쩐당,,그러니까 천젤보다1성높은 실세즈 드릴게여",0
평생에픽해,0
팬티보여주세오,0
ㅗㅜㅑ존나이쁘네,0
넘 이쁘다,0
이뻐요,0
ㅈㄴ섹스하네,1
다행이네,0
저건 아예 결혼무효화 소송 가능한거 아님?,0
그건 결혼할때 당사자 간에 합의가 없었어야 가능,0
혼인무효는 아예 합의가 없었거나 아니면 근친상간 밖에 없음. 근데 이 경우면 첫째 아이 때문에 혼인취소는 가능했었긴 할 거임. 시간이 지나서 못한 거겠지만,0
현실탁란ㅁㅊ노,0
와머임 이거 ㄷㄷ,0
여자친구도 생겼다고?? 씹..,0
어우 씨발 개씹 버러지년 하나 잘못만나서 인생 나락갈뻔했는데 천만다행 ㅋㅋ,2
그래도 수습되서 다행이네 꽃길만 걷길,0
불쾌해하는 사람들=한녀페미들,1
소름돋는다.. 하나도 아니고 둘이나... 남편몰래 다른 남자랑 질싸섹스 허구헌날 했단소리네 ㄷㄷㄷ,1
"연애 중에 다른 남자랑 섹스, 임신하자 남친과 결혼 결혼 후에도 다른 남자와 섹스, 불륜 들키고 도망치는 와중에도 다른 남자와 섹스, 그리고 또 출산 미쳤다 진짜",0
그리고 출생신고는 당당하게 남편앞으로 달아버리기ㅋㅋㅋㅋ,0
인성 ㅆㅅㅌㅊ인거 검증 됐으니까 여친이 땡잡았노,0
보꾸기  ...,0
본문 보고왔는데 현실은 진짜 맵다 매워,0
본문보고 진짜 판타지 읽는줄알았디,0
좆같은 새끼들 진짜 많네 ㅋㅋ 망가냐,1
둘째였던아이 ㄷㄷ,0
진짜 어지럽네,0
저정도면 명예살인했어도 합법이었는데 남자가 보살이었네ㄷㄷ,0
이 사람 까는 인간 말종들이 있다고 ? ㅋㅋㅋㅋㅋ,0
그거 다 도태한녀들임,2
다행이네 그 아내였던 년 보댕이 헤프게 쓰다가 성병 걸려 뒤져라 씨발년,2
진짜 어질어질햇는데 다행이네,0
한국은 불륜죄 처벌로 보전깨를 도입하라,0
궁금했는데 잘됐네,0
저거는 단순히 책임지기 싫어서 도망친거 외에도 아직 거짓말한게 더있는거다. 혹시모르니 본인 건강검진 해보는게 좋을듯,0
다행이다 진짜. 아내 였던 년 제발 성병 걸려서 ㅈ대기를 바란다,0
씨벌 교수형잡고 불태워죽일년 씨발,2
남자가다행이 좋은여자만났다니 천만다행이네,0
그래도 한편으로는 둘 다 자기 애가 아니라서 다행이네.,0
세상 참 넓고 불쌍한 새끼들도 많아,0
어우.. 다행입니다,0
진짜 여자부모도 돌아버리겠네 저정도면 딸년키워놨는데 저짓거리하면 ㅋㅋㅋㅋㅋㅋㅋㅋ,0
뻐꾸기도 울고가겠네 진짴 그래도 잘풀렸으니 다행,0
요즘 펌프는 저렇게 나오는구나... 난 막짤만 아는데,0
ㄴㄴ저건 댄스러쉬임 코나미겜임,0
내 머리속에선 춤추는겜은 다 펌프고 버튼누르는겜은 다 디제이맥스인데스,0
펌프는 토종이고 DDR은 아류작임  근데 원조는 일단 DDR임 DDR은 상하좌우 펌프는 좌상 우상 중앙 좌하 우하 발판이 4개냐 5개냐 차이 있음  스타덤 댄스러시던가? 그건 최근겜,0
DDR 이랑 펌프랑 거의 비슷하게 나옴(펌프가 쬐끔 늦음)  그래서 코나미랑 안다미로랑 법정싸움 갔는데 안다미로가 발판 회사 인수한 상태여서 DDR:발판겜 자체에대한 판권 보유 펌프:발판겜에 쓰는 압력인식 발판 판권 보유  그래서 DDR 국제판은 안다미로에 로열티 내고 펌프 일본판은 코나미에 로열티 내는걸로 합의,0
아 그래서 북미에...ㄷㄷ,0
저춤추는거 기계가 너무 요란해서 해볼수가없음,0
기타도라도 그려줘,0
기타도라는 뭔가 팟 하고 이미지 맞는 애들이 없었어서 보류..,0
위치닥터 하다가 쥐나서 쓰러진 아련한 기억..,0
첫짤 왤캐 귀엽냐ㅋㅋㅋ,0
작열은 채보가 좋게 나온 게임이 없지...ㅋㅋㅋㅋ,0
펌프하다가 두 다리 다 쥐난거 기억나네ㅋㅋㅋㅋ,0
하;; 스크래치곡 볼때마다 암걸려 저거진짜,0
그러고보니 다 콘마이 비마니겜들이네 팝픈이나 볼테나이저맥시마 츠마부키꼭지 쥐어짜는 사볼어디감,0
댄러 하이힐신고 하면 오락실 사장이 슬픔,0
좌우좌 ㅋㅋㅋ,0
땃쥐 너무 귀엽자너ㅋㅋㅋㅋㅋ,0
작....열... 시...발새...끼..... 야!,1
젤 밑에거 진짜 오랜만이네 애들이랑 가서 해봤을때 생각보다 엄청 힘들었음,0
작열 어나더인거 보니 땃쥐 개고수네,0
YO☆,0
하이힐신고…,0
댄스러쉬 하이힐은 금지지만 크셔는 못참지,0
엔디미온에게서 도망치지 마라,0
오락실서 다 본것들이고만,0
하이힐신고 댄스러쉬를..?,0
드럼매니아 라비아타가 뱃살출렁이며 땀 비오듯 분출하며 열정적으로 드럼치는건 어떰,0
아니면 위플래쉬 교수하고 주인공 faster! 그 장면 패러디해서 갈구는 알렉과 갈궈지는 포티아,0
키르케랑 베로니카는 일단 힐벗고 하자...,0
어어 키르케야 그거 신고 하지마라,0
주인장 오열,0
나 오락실 다닐때 나왓던 작열 어묵지옥 아직도 욕 처먹고 있네 ㅋㅋㅋ,0
오르카술팸 3명 좋음,0
카드 ㅋㅋㅋㅋㅋㅋ,0
좌우좌 ㅋㅋㅋㅋㅋ,0
힐 벗어ㅓㅓㅓㅓㅓㅓㅓㅓ,0
힐 신고 댄스러쉬를 하네 ㅅㅂ,0
이거 힐 일부러 그림;;,0
그림 개잘그리네,0
