content,labels
바이럴 차단좀해라 ㅋㅋ,0
파인다이닝이 원래 돈 좆같이 못범ㅋㅋ,1
쉐프들 예능 나오고 홈쇼핑 나오고 그러는게 파인다이닝 적자 난거 메꿀라고 나오는거임ㅋㅋㅋ,0
파인다이닝은 내가 이런 요리계 최전선에서 요리한다는 뽕이랑 낭만때문에 하는 거지 해외 유명 스타셰프급 아니면 수익은...,0
파인다이닝 셰프하던 사람들 죄다 관두고 경험살려서 대중음식 같은거 좀 고급화시켜서 파는쪽으로 노선 바꾸고 해피하게 장사하더라,0
시장에서 돈가스 가게 차린 사람도 있던데 분점내고 돈 쓸어담는거 보고 짬이 어디가진 않았구나 싶더라,0
파인다이닝이 뭔지 나만모름?,0
고급식당,0
좀 분위기 내면서 격식있게 먹고싶을때 가는 식당들,0
코스요리임,0
직역하면 좋은 식사 그 뜻 그대로,0
승우아빠가 밀어주드라 근데 승우아빠 캐나다인이라서 호감 떨어짐,0
캐나다사람인데 이름이 승우인거야?,0
아들 이름이 승우라서 승우아빠,0
검머외,0
승우아빠가 밀어주기는 개뿔 ㅋㅋ 에드워드권이 더 유명하다,0
유명이야 하겠지 근데 돈은 누가 더버는데 ㅋㅋㅋ,0
아직도 앉아서 요리함?,0
댓글들 사이에 바이럴 한명 숨어있네 ㅋㅋ,0
저정도면 에드워드권 본인 아니냐 ㅋㅋㅋ,0
좀! 거리는거보면 ㄹㅇ 본인인가 의심됨 ㅋㅋ,0
ㅋㅋㅋ,0
ㅅㅂㅋㅋㅋ,0
유튜브할땐 자기가 직접하니까 안거슬리지 ㅋㅋㅋ,0
122.46 에드워드 권 본인같은데 ㄹㅇ,0
122.46 저거 진짜 본인인데 ㅋㅋ,0
바2럴ㅋㅋ,0
본!! 이러는거 ㅈㄴ 웃김,0
애미뒤진 콘이노 ㄹㅇ,2
쉐프 노릇으로 커리어 쌓으니까 유투버도 되는거지,0
중간 바이럴 ㅅㅂㅋㅋ,0
안그래도 돈 못버는 파인다이닝인데 가성비는 존나게 챙기는 거지근성 조센징들 상대하니까 더더욱 돈 못버는듯 ㅜ 이제라도 행복하길,0
이 사람 고든램지 카피친 사람 아님?? 오랜만에 보네,0
파인다이닝이 고든램지급 아니면 돈 못번다고 들엇음...요리나 제과제빵은 탑급 아니면 돈 잘 못번다 걍 열정패이로 하는거임 ㅁㅈㅎ,0
어휴 시발 아무리 돈 못벌어도 몇십억은 벌었겟지 ㅋㅋㅋ,1
몇십억같은 소리하네ㅋㅋㅋ 너는 씨발 몇십억씩 버는 직업을 내려놓고 굳이 레드오션으로 뛰어 들겠냐?,1
사람 심리상 절대 그렇게 안되는걸 모르나 좆같은 소리를 하네 ㅋㅋ,1
커리어 구라쳤다가 저격당하고 방송 싹 다 하차당했다가 유튜브로 부활하셨네 ㅎㅎ,0
고딩때 가출해서 경양식집 서빙하다 월급 더준대서 주방 들어간 썰 푸는거 보니까..이제 많이 내려놨더라,0
저 형 유튜브 볼만하더라 간단하게 뚝딱 만둠,0
근데 저아재 유튜브 ㄹㅇ유익하긴함,0
야 진짜 이거 올린게 본인아니냐? 아무도 관심없는 에드워드 권 뭐 어쩌라고,0
유튭이 훨씬 편하긴 하지,0
에드워드 권 저마 저거 경력 사기꾼 아이가?,0
실력만 있으면됨 어차피 속는건 방송사지 우리가 아님,0
유튜브 보다가 쉐프들 레스토랑 그만두고 시장에서 장사하더라 돈은 시장에서 더버는거같아보임,0
실력딸려서 장사못하니까 유튜브하지 파인다이닝 잘하는데는 예약도힘들다,0
파인다이닝 예약이 꽉차야지 겨우 적자면하는수준임,0
걍 지들이 고든램지나 앤써니 보데인 급인줄알고 나대는데 현실은 걍 좆밥이라는거지,1
파인다이닝은 애초에 돈벌려고 하는게 아닌데 ㅋㅋㅋ 적자 면하면 선방했다 보는게 파인다이닝임,0
파인다이닝은 식당 10만원팔때 60만원어치 팔아야 순수익 비슷할정도로 남기는게 많이 없음.,0
허위경력으로 취업하다가 다 짤리고 경력과장으로 스폰서 구해서 파인다이닝 했다가 퀄리티가 너무 떨어지니 다 말아먹고 스폰서도 손을 뗌 파인다이닝이 뜨내기들 빼곤 대부분 고정층이 주고객인데 고정층은 다 알아서 가짜경력가진 쉐프 식당 잘 안감,0
잘 아네,0
이게마따,0
사기꾼은 한탕하고 사라지는것이 정석..업장 내고 장기간 롱런할수가 없음,0
한탕쳐서 지금 잘 먹고 살고있으니 성공했네,0
채널 오픈했을 때 좀 봤었는데 요즘은 어떠려나ㅋㅋ 스튜디오가 좀 그럴싸하네 바닥에 앉아서 하시더니,0
아 저분이 승우아빠인가 뭔가하는 사람임?,0
승우아빠 잠깐봤는데 못봐주겠던데 목소리 자체가 존나 피곤한 스타일이고 오디오를 너무 채워서 보는거 자체가 힘듬,0
승빠는 점마 제자임,0
드빈치는 ㅇㅈ이지,0
셰프는 무슨 그냥 식당아저씨 새끼들이 겉멋만 잔뜩 든거지 ㅋㅋㅋ,0
ㄹㅇㅋㅋ,0
"조리장,주방장이란 말 놔두고 쉐프가 머야..국립어학원 머하냐? 응징해라",0
국립어학원은 국어의 북한말화 하느라 바쁨.,0
사이즈 맞는 국자 가져오면 되잖아!! 이 시끼야!!,0
ㅋㅋㄱㅋㅋㄱㅋㅋㄱㅋㄱㅋㅋㄱ 아 얼타는 모습 생생하누,0
바이럴 컷,0
약간 임창정느낌나노,0
댓글에 알바 풀엇냐? ㅋㅋㅋ,0
직원들 댓글 열심히 달고잇노,0
난 요식업 무인화 얼마 안남았다고 봄,0
돈까스 맛있었는데 요즘은 안하나?,0
요새 미슐랭 가게들 예약밀려서 불나는데 이사람 가게는 잘 안됐던거보면 ㅎㅌㅊ같은데 전형적인 방송빨,0
이런애들보다 조선남자 대길이 채널 보면 칼질 훨씬더 잘함,0
그게 누군데,0
드빈치좌,0
파인다이닝 인기있는곳은 몇개월단위로 예약 풀이라더라,0
요식업 하는 사람들이 ㄹㅇ 이해가 안됨 저 좁은 공간안에서 하루죙일 일하고 쉬는것도 ㅅㅂ 3시쯤 손님 빠졋을때 의자에서 쪽잠 자고있음 심지어 갈굼도 심하고 실제로 위험하기도함 진짜 정신병 걸릴거 같음,0
이해 안되는게 어딨음? 먹고살려고 하는건데,0
아무것도 안하는 백수인 너보다는 이해 간다,0
갈굼 2~3년만 참고 버텨도 동네 주방장들 박살낼 커리어랑 조리실력 갖춘다. 승우아빠 옛날 동료 찾아가는 컨텐츠만 봐도 파인다이닝 거의 없고 시장 장사 하는데 가격이랑 조리과정 씹근본이고 손님 넘침,0
위에 앰생백수 두마리 나왔노ㅋㅋ,2
앰생백수는 너였고 ㅋㅋ,2
알바 새끼들 있는거 보니까 읍읍...,1
글쓴이 병신인가...,1
쟤 존나 권위적인게 남아있어서 재미없더라 ㄹㅇ 승우아빠가 억지로 떠먹여줘서 구독자 올려줌,0
네 다음 검머외빨이,0
얘는 유튜브보면 짬느껴지는데 강레오인가 얘는 뭐 보여주는게없네 여태,0
강레오는 최현석 분자요리하는걸로 시비터는거보고 이새낀 개노답이다 느낌 ㅋㅋ,0
그래서 백종원보다 요리잘함??,0
에드워드 권은 ㅇㅈ하는게 저렇게 쌩 고생해가면서 ㅈ도 돈 안되는 파인다이닝 꿈을 위해서 유지하고 방송나가서 번 돈으로 식당 적자 메우고 직원들 월급준거임.,0
최현석도 그렇게 하다가 욕먹었잖아 ㅋㅋ 미개인들은 이해못함,0
옛날에 방송 출현하던 쉐프들 요즘 다 유튜브하더라 ㅋㅋㅋ,0
애는 스스로 방송 그만둔게 아니잔아 ㅋㅋㅋ,0
"티비 단골 쉐프들 에드워드권, 강레오, 이연복, 여경래 등등 유튜브 검색해봐라. 다 지들 방송팟음 ㅋㅋ",0
유튜브로 봐준 사람이 손님으로 온다 ㅋㅋ 마케팅 효율이 말이 안 되는데 안 할 이유가?,0
+ 유툽수익으로도 풀칠은 할만 할 정도로 나옴 ㅋ,0
바이럴 역겹네,0
짭든램지,0
유튜버가 스트레스도 덜받고 수입도 훨씬 잘나오니 ㅋㅋㅋ,0
파인다이닝은 돈때문에 하는게 아닌거같음.,0
유투브컨텐츠로 맥켈란 30년으로 갈비찜 만들기 하면 조회수 왕창 뽑을 텐데ㅋㅋㅋ,0
강레오는 머함?,0
걘 진짜 사짜임,0
걔 사짜였어? 되게 탑셰프 인것처럼 예전에 방송에서 가르치는 그런 사람으로 나온것 같은데,0
마스터셰프코리아 ㅈㄴ 재밋게봣는데 ㅋㅋㅋ,0
강레오도 유튜브함,0
역겨운 쉐프 새끼들 주방에선 그 개지랄을 떨어놓고 ㅉㅉ 아미요 육식맨 빼고 다거른다,2
육식맨 시발 쳐먹을때마다 호들갑 존나떨고 우와... 허... (헛웃음) 미쳤다...하.ㅋ.. 이지랄 떠는거 진짜 싸다구 존나 마려움 육식맨 레시피같은걸로 쳐빠는거면 맨날 인터넷에 떠도는거 짜집기해서 만들어쳐먹는데 요리실력 운운 할 새끼는 아닐듯 그냥 시발 생긴것도 좆같은데 왜 맨날 맛있게 쳐만들고 좆같이 쳐먹는지 틱톡같은 새끼같음 시발 좀 허겁지겁 쳐먹든가 좀 씨발 씹어먹든가 맨날 허.ㅋ 와ㅋ.. 눈 땡그래져가지고 존나 패고싶게 씨발,2
아미요를 육식맨이랑 비비고 앉았노,0
육식맨 그래봐야 외국레시피 갖고와서 지랄하는데 차라리 정육왕이 본업뛰어본 새기라 더 아는거 많고 볼만하드만 ㅋㅋㅋ,0
육식맨 ㅇㅈㄹ ㅋㅋㅋ,1
그분 맛 표현 1도없이 감탄사만 남발해서 채널추천안함 누름,0
칼질도 개ㅈ같이 못함ㅋㅋ,1
몸도 좆구리면서 몸좋아보이는것처럼 찍는거도 개역겨움,2
ㅋㅋㅋ 육식맨 개극딜당하네,0
개지랄을 할수밖에없지 ;; 실수하면 본인이름에 먹칠하는건데,1
요리예능이나봐라 니는 ㅋㅋㅋ,0
육식맨 이메일로 쏠게 미안하고 고맙다 얘들아!,0
경력 속였다가 소문나서 장사가 망한걸 어쩌란건지 모르겠네,0
경력 속여서 망한게 아니라 코로나 땜에 손해보고 망한건데 팩트는 좀 알고 말하자,0
경력 속여서 망한것도 사실이지만 존나 옛날 얘기지,0
경력 속여서 망하지는 않았음 개돼지들이 금방 까먹고 다시 빨아줬거든 ㅋㅋㅋ,0
손님을 한 타임 당 정해진 숫자로만 받잔어 ㅇㅇ 원래 식당은 회전률로 장사하는건데 파인다이닝은 그게 안됨,0
파인다이닝인지 아임파인땡큔지 관심도없구만 그래서 우리집 앞 제육 이모보다 음식잘함?,0
업계에서 일하는 지인 말 들어보니까 파인 다이닝은 진짜 존나 성공한 셰프들이 자아 실현하려고 취미 쯤으로 운영하는 거라더라,0
ㅈㄴ 성공한 쉐프들에게 돈 있는 사람들이 문화유지를 위해 스폰해주고 쉐프는 자기 이름 걸고 월급받아가는게 대부분의 파인다이닝임. 아 물론 음식은 쉐프가 직접 다 기획하고 하는거긴하지만. 일반 쉐프들이 파인다이닝 차리면 ㅈ빠지게 일해도 돈 절대못벌음.,0
그런구조였노,0
오 뭐냐 처음에 봤을때는 ㄹㅇ 바닥에서 요리했었는데 ㅋㅋㅋ,0
저거 컨셉이 구독자 늘어나면 요리기구랑 상태 업그레이드 시켜주는 거일걸?,0
이연복이랑 쟤랑 싸우면 누가이기냐,0
에드워드권은 셰프로서 네임밸류가 별로 안 되는데 방송으로 떠서 스타셰프임 국내 중식계에서 다섯손안에 뽑는 이연복이랑은 클라스부터가 다름,0
ㅈㄹ 쉐프면 맛이지 두명다 영업장 가봤는데 에드워드권 승,1
망했는데 어케가봤노 에드워드야ㅋㅋㅋ,0
에드워드권이 셰프로서 별로라니 ㅂㅅ ㅋㅋㅋ,1
목란이 방송빨 거품으로 유명하지ㅋㅋㅋ,0
솔직히 1:1로는 에드워드권이 이길듯,0
두바이 7성급 호텔 총괄이 좆으로 보이냐?ㅋㅋㅋ,1
118게이야 아직 가게 하고있다,0
목란 가보니까 존나 맛없던데..,0
목란 가봤는데 요리는 정성스럽지만 맛이 동네 중국집이랑 비교가 안 될 정도로 맛있지는 않더라,0
목란이진짜 좆거품임ㅋㅋ,1
중식도가 조스로 보이냐? 생사결 펼치면 리연복이 회칠듯 ㅋㅋ,1
이새끼들은 싸우면 누가 이기는지 물어봤는데 목란이나 셰프가 왜 나와;;;,1
ㄴ회칠거면 일식당이 짱먹지않노 게이야...,0
웍질로 단련된 중국집 셰프가 중식도 휘두르면 못이김,0
싸우면 조선족 리연복 바로 칼들고 칼춤 인육 회뜨기 한판 시작해서 에드워드권 패,1
이연복도 별 없고 에드워드권도 별 없음... 미슐랭 별은 받고와서 정상을 논하자 이기,0
물리적으로 치고박는 싸움 물어본거 같은데 댓글들은 왜 각자 해당 ceo 빙의함 ?,0
얘 은근 재밌더라 얘랑 공쉪 보는데 공쉪 존나 웃김 ㅋㅋ,0
그래도 두바이 대가리주방장정도면 ㅅㅌㅊ아니였냐 ㅋㅋㅋ,0
피디는 바꿔야겠더라,0
피디 목소리부터 비호감임..이죽거림,0
이죽거리는놈 짤리고 요즘 피디 남녀 하나씩 질문도 궁금한거 쏙쏙해주고 좋아짐 ㄹㅇ,0
저거 초반에 봤는데 꽤 볼만하던데 이후론 배만고파져서 안봄,0
에드워드권 저사람 다 좆구라 라는썰 많았는데 어케된거임? 아니었음? 음식 맛도 존내게 없다든데,1
완전구라는아니고 좀 부풀리기를 많이하긴했음,0
학력 부풀린건 맞는데 월클도 맞음,0
블로거들한테 찍힌건지 억지비판 심하더라,0
속인거면속인거지 ㅋㅋ씨발,1
학력 같은경우에는 예를들면 하버드 온라인클래스 단기강좌 6주짜리 들어놓고 하버드 대학 나왓다는거랑 비슷한거아님? 거의 사기아님?,0
팩트) 커리어 사기친거 맞다,0
ㄴ셰프들한테 학력 좆도 안중요해서 상관없음,1
팩트만 말하자면 실무 경력은 사기가 거의 없음(부풀리기가 있다하는데 걍 이건 오해 부분이라서 문제 아님) 실무 말고 학벌을 속인거(인강을 인강 아니라고 한것),0
양아치같아거 보기 싫음,0
그냥 요리 집에있는재료로 할 수 있게 알려줘서 좋던데? 첨에 4만 5만 이러길래 영상도 좀 부족해보여서 아 역시 유명한거랑 유튜브는 다른가 했더니만 엄청 성장하셨네,0
처갓집양념치킨 존나 좋아해서 얼굴 존나 자주봤는데 ㅋㅋ,0
지금은 존나 비린내나고 맛없어서 안시킴,0
최근에 뭐 바뀌었냐? 다이어트때문에 안먹은지 오래되서 몰랐노,0
두바이 쉐프가 돈까스 팔던데 ㅋㅋㅋ,0
유튜브홍보 ㅈㄹ,1
저거 사기꾼에다 인성도 씹창이어서 욕쳐먹지 않았었음?,1
사기꾼은 아니고 인성은 직원들이랑 오래가고 별말 없는거보면 문제없는듯,0
경력구라치다 방송 싹 나가리됐었지,0
ㄴ경력이 아니라 학력이겠지 경력은 강레오고ㅋㅋ 에드워드권은 지금도 경력조회 가능하다,0
그건 강XX 새끼야,1
머릿속에 있는 사기셰프 융합된거아니노 ㅋㅋㅋ,0
강레오는 사기꾼이고 에드워드권은 허풍쟁이임 강레오는 진짜 구라친걸로 이득본 사기꾼새끼고 에드워드권은 그냥 허풍떤거지,0
"우수한 쉐프인건 맞음. 두바이 주방장 아무나 못하는거. 한국처럼 인맥,학벌로 해결할 수 있는 차원이 아닌 진짜 경쟁에서 살아남은 사람만 오를 수 있는 자리임. 비교대상이 고든램지여서 까인거지",0
에드워드권은 그냥 남자특유의 부풀리기? 과장 그런거뿐임,0
강레오도 유튜브 중임,0
에드워드 권 군필이더라 ㅋㅋ 당연히 검머외인줄 알았는데 ㅋㅋ,0
저사람 이름으로 나온 냄비세트도 있다,0
에드워드권 = 군필 한국인 / 승우아빠 = 미필 외국인,0
ㄹㅇ?,0
승빠 검머외인건 유명함,0
에드워드권) 영어 잘하는 한국인 목진화) 영어 못하는 캐나다인,0
아리랑tv나온거보니까 영어 잘하던데,0
파인다이닝 돌아다니는 유투버가 에드워드권 음식 맛있다그러던디,0
랩24 무슨 거품 소리 들을정도 절대 아니라 그랬음. 지금은 야로나로 문 닫았지만..,0
이상하게 에드워드권 억까가 많더라,0
근본은 있음,0
존나 행복하겠지 정신없이 개빡세게 일해야하는 레스토랑하면서 돈 버는데 코로나 때문에 스트레스 오지게 받다가 접고서 유튜브로 편하고 즐겁게 요리하면서 돈도 버는데,0
가게가 망한 이유는 덩치가 너무 커서였고 다른 요리사들이랑 달리 저 사람은 자기 레스토랑 관리 빡세게해서 저사람 식당들 맛에 대해서는 만족 ㅎㅏ는사람 많았음,0
맛에대해 만족을 많이 했으면 장사가 잘되고 망하질 않았겠지~,0
맛이 좋은거랑 경영이 잘되는건 다르지,0
전 세계 모든 세프가 다 주방 군기 헬임 불이랑 칼 써서 군기 안잡으면 사고남 ㅅㄱ,0
파인다이닝 자체가 불경기에 망할 수 밖에 없는 구조다,0
이찬오는 뭐하고 지내려나 ㅋㅋㅋ,0
권씨 가게 하나만 운영하는게 아님 카페도 하고 레스토랑도 있고 뭐 여러군데 하는걸로 암 망한건 파인다이닝만 망한거,0
댓글 경력드립 보니까 선동 잘당하는 조센징들의 병신같은 면모 확느껴지네,2
어나더본즈어나더본즈뻐킹어나더본즈!!!,1
장사 여전히하지않나?,0
ㅇㅇ 김포,0
세금 떼는 직업 vs 세금 안떼는 직업,0
유튜브가 세금을 왜 안떼 ㅋㅋㅋ 정산받을 때 다 세금 제하고 나오는 건데,0
응 이재명이 답이야~~,0
눈빛이 좀 다른데 음...,0
사실 사람이 받는 스트레스의 대부분은 사람때문에 오는거라서..,0
"저 사람 경력 다 뻥쳤다던데 근데 외국 이름쓰는 세프들 중 레오 강인가 갸 빼고 죄다 경력 거품, 걍 감자깍고 설거지하고 막내 하던놈이 헤드세프네 이딴 구라침, 스타시라고 인턴 하고 역시 정직원였던 것으로 구라",0
경력 본인도 거짓말이 거짓말을 낳아서 부풀려진게 있긴 하다고 인정하긴함. 근데 버즈 알 아랍 총괄주방장으로 일하던거 다큐 영상도 있는데 아예 쌉거품으로 취급하는것도 좀 아닌듯,0
강레오가 사짜인데 어디서 바이럴하러왔노 ㅋㅋㅋ,0
강레오가 진짜고 나머지가 가짜라는건 대체 뭔소리냐 ㅋㅋㅋㄱㅋ,0
강레오씨 여기서 이러시면 곤란해요,0
머릿속에서 정리를하고 이야기를해라 ㅋㅋㅋ,0
강레오가 젤 문제인데 왜 걔만 빼노 ㅋㅋ 본인인가,0
다른 쉐프들은 원래 경력에 거품만 낀거고 강레오는 애초에 본인이 주장하는 경력들 조회가 안 되는데 강레오 본인이냐ㅋㅋㅋ,0
강레오야말로 쉐프 경력 검색해도 아무것도 안 나오지 않음?,0
정반대인데 ㅋㅋㅋ,0
주방보단 저기가 훨씬 편하니까,0
알려진 쉐프 외에 유튜브나 인터넷방송 하는 듣보잡들은 대부분 전문대나 지방 꼴통대 출신 양아치 새기들이다,1
당연한거아니냐,0
존나 궁금한데 왜 방송나오는 애들은 뚝배기 안쓰냐?? 다른곳은 뚝배기 안쓰면 식품 위생법 개좆지랄 하는데,1
가우가 있어서 안씀 애초에 규모큰 레스토랑 진짜 헤드쉐프는 요리 안하고 메뉴 짜서 밑에 수쉐프랑 직원요리사들에게 지시하고 자기사무실에 틀어박히거덩,0
라따뚜이 하는 개콘외노자 아니었냐,0
레스토랑 운영보다 훨씬 대가리 덜아프고도 수익뽑는데 당연히 웃음꽃이 피지 ㅋㅋㅋ,0
아는형의 아버지가 이연복이랑 같은 스승한테서 배웠다고 하던데 정작 형은 자기 아버지께 중식 배우다가 너무 쌍팔년도 도제식으로 가르쳐줘서 못견디고 런함 ㅋㅋㅋ,0
딱 세번 그분 가게에서 먹어봤는데 내가 실제로 먹어본 중식들 중에서 넘사벽 원탑. 그래서 구라가 아니라 진짜라고 나는 믿음,0
거기 상해루 아님? 동탄에서 ㅈㄴ 유명할텐데,0
표정 편 거 보소ㅋㅋ,0
파인다이닝은 개거품이지 최현석도 허니콤보가 제일 맛있다고함 파인다이닝이 존나 비싼게 유기농 재료만 쓴다는게 다 인데 스탠포드 의대랑 네이처 논문에는 화학비료랑 다른 점이 단 하나도 없고 오히려 대장균 오염에 의한 사망 위험성만 있음,0
네다겆,0
파인다이닝은 맛만 제공하는곳이 아니라서그렇지 뭔 유기농타령이냐,0
파인다이닝은 눈과 입 그리고 경험을 충족시켜주는거라 비싼거임 물론 재료비도 어마어마하긴함,0
요리가 취미로 변하니까 행복한거지 뭐 오너쉐프라고 해도 일 존내 시킬텐데,0
식당 운영할 때 생각보다 돈이 안 남아서 진짜 힘들었다고 그러더라 ㅋㅋ,0
아랍시절도 구라였어?,0
최현석 파인다이닝은 주변에 가본 사람들이 할말하않이라고...;;;,0
냉부 셰프들 거품 어마어마함,0
에디스키친가서 먹어보고 맛없어서 안감,0
에드워드 권 최강당시 요리사들이 권 주방직원으로 서로 들어가서 경력늘리려고 줄섰었었고 메뉴를 일주일인가 이주에 한번 교체해서 좆나 빡샜다고 함 그래서 오래 못버틴다고 중요한건 권쉐프 주방에 들와서 주방에서 나갈때까지 입에서 나오는말은 욕밖에 없었다고 함 ㅇㅇ,1
코로나땜에 강남쪽에 레스토랑도 많이 망했음 조만간 유튜브로 쏟아질텐데 젤 유명한 애가 벌써 나왔네 ㅋㅋㅋ,0
얘는 코로나 전에도 안팔려서 망했을텐데,0
검머외 새끼 쳐빠는 빡통들 수준 ㅋㅋㅋ,1
게이야 군필 한국인이다.. 검머외는 승우애비고..,0
쟤 군필토종김치맨인데?,0
빡통은 느그 애미애비가 물려준 유전자구요 ㅋㅋㅋ,2
파인다이닝 망한곳이 많다고 하던데 미슐랭 별받은데는 다 잘굴러가는거보면 역시 별이 의미가 없는게아님,0
미슐랭도 망한곳 많음... 광화문 다이닝인스페이스랑 청담 팔레드고몽 작년에 폐업.,0
헐ㄷㄷ,0
스타쉐프 - 본인이 하고싶은 요리 한답시고 푸드코스트 신경 줫도 안쓰고 막 만들고 손님은 있어야하니까 가격측정 낮게 해서 손해보면서 장사... 결국 방송 출연해서 출연료 받는걸로 땜빵 / 29만 유튜버 - 그냥 본인이 하고싶은거 다 하는데 돈이 복사가 된다고!,0
