content,labels
뜨또도 키썰렷지?,0
비율도,0
오늘 기분 좆같았는데 겨둑이 천플넘게 쳐맞아서,1
겨둑이 좆냥이가 이랬으면 발로 찼을듯,1
이 씨발새끼야 나 실리콘 튀어나올뻔 했잖아,1
겨둑앰들아 좆돌이 고양이한테 막 대하는 영상올리시긔,1
더쿠 좆돌앰들이 알아서 플 끝내줌,1
잘알,0
고슴도치 이야기 꺼내시긔ㄹㅇ,0
저렇게 만지는년 처음보긴해,0
캣맘 개빠들 보신탕,1
쑹덩쑹덩,0
한남들 재기마렵노,2
느그랑이 느금 뒷담깠다는건 뭐긔?,1
봊친한테 윈노 깜?,1
누가 덬창에 똥찬이 강아지학대도 올려주시긔,0
근데 좆냥이 심통난 표정 커엽긴 하긔,1
포켓몬같아,0
똥찬이 이거 학대맞는게 이거 메컵한상태엿긔,0
시발롬 좆댕이한테 화장품 다 묻혓을듯,1
저 좆냥이 겨둑이 때문에 ㅈㄴ 놀란건데,1
털이 삐죽 섰귀,0
속보) 학치커 스릴라이드 직캠조회수 TOP7,0
좆같은 코즉스크야 1주차 엠카 인가는 리메가 잘나왔고 음중 뮤뱅 코즉이 잘나왔는데 썸네일이나 그날 의상에 따라 달라지는걸로 장작 그만 넣으라고 메댄도 아닌 리메한테 맨날 지랄이노,1
겨둑이가 캣맘인데 왜 자꾸 캣맘을 패세요,0
걍 이쁜 좆댕이가 제일 좋긔,1
좆댕이들은 다 무식하게 생겨서 짜증남,1
갓댕이 커여워,0
겨둑이 좆튜버 추천도 핫게 갔노 ㅋ,1
기분좋긔,0
느그랑이랑 똥찬이 같은 enfp 아니긔??,0
좆냥이 키운지 오년됐는데 이거 빡친표정맞긔,1
쟤 원래 저렇게 생겼대,0
???: 코겨둑 복수할꺼야,0
똥차니 강아지 버둥거리는거봐,0
존나 불쌍해,0
아 ㅅㅂ 겨둑이 준우 추천도 핫게 올라감 ㅋㅋㅋㅋㅋ,0
저건 언제 올라갔노,0
우리학교 좆냥이 보시긔,1
못생겻는데 인기 많긔,0
커엽긔,0
끠자,0
좆같이생겻다,1
이거 겁에 질린 표정맞긔,0
ㅜㅠ,0
근데 겨둑이 좆냥이 존나못생겻네,1
이렇게 빻은좆냥이 처음봄 겨둑이 무죄,1
존나 귀여움 겨둑이가 더못생김,0
줘팸하고싶긔,0
정냐애미들아 지금이 기회다,0
이상황에 느적느하라고 좀 하지마 ㅗ 컴백전인데 장혜년아,2
띤갤 이제 덬창 대놓고 중계해도 아무도 안패는군아,0
핫게 ㅇㅈㄹ.. 아,0
여긴 띤갤이 아니고 라창들 다 남연갤로 돌아갔음,0
그렇게 된지 일년도 넘었어,0
겨둑시녀들이 느금창인데,0
느금이 저러는걸 어떻게 올림ㅋㅋㅋㅋㅋㅋㅋㅋ,0
근데 머갈이는 종이 뭐긔??,0
좆나 커엽게 생김 껴안고 뽀뽀 ㅈㄴ 해주고싶다,0
토이푸들 펫샵에서 데려온 품종견이라고 빻러가 애미들한테 당당하게 밝혔긔,1
푸들인데 털이 왜 안 꼬불거리노?? 나도 토이푸들 키울래,0
미니비숑인데,0
아 푸들 아니잖아 십련아ㅋ 미니비숑 키울래,0
좆냥이 병균덩어리 못생김 주인무시함 왜키우노,1
좆냥이 시녀 ㅆㅎㅌㅊ,1
겨둑이 존나 좋아한다고 괴롭히는 한남유충같아ㅡㅡ,2
prsd오긔,0
저주파 봊초에서 까이는거 보니까 ㄹㅇ뜬 느낌 나,1
저주파가 아니라 디귿춤이 뜬 느낌이였는데,0
안까여,0
진지하게 좆타쉽 봊돌 어류비티 꼴 날것같긔,1
어류비티등 이때까지 좆타쉽의 행보를 보면 답이 나옴 ㄹㅇ 선발머들이 멱살잡을거 같고 악개들판 될것같긔,1
어류엔 윙큡 비스무리한 것도 없잖아,0
개똥찬 머갈이 장난감취급하는거 보시긔,1
이때 뷔창보는내내 머갈이 힘들어했긔 ㅅㅂ,0
씹똥찬 자기 똥기름을 왜 좆댕이한테 묻혀 ㅅㅂ,1
똥찬이 왜 개기름을 좆댕이한테 묻히노,1
와꾸에 기름 많이나오는데 왜저래,0
저 좆냥이보고 빻았다는 언냐들은 진짜 빻은걸 봐야함,1
빻냥이는 보자마자 저게 좆냥이가 맞긴하노 외계생명체 아님? 이 생각들긔,1
ㄹㅇ 이게 진짜 학대아니긔? 도망도 못가게하는데,0
이 좆냥이 걍 야리기만 하고 안 할퀸 것만 봐도 갓냥이야,0
착하긔 띠니엿으면 소리 지를 때 할퀴고 튐,0
스토킹 썰 보는데 ㅈㄴ 무서워,0
메까 영상 보면 좆간 좋아하는 개냥이긔,1
개겨둑이 얼마나 좆같이 굴었으면 저렇게 반응하노,1
ㄹㅇ,0
존나비교돼,0
겨둑이는 왜 눈쪽을 손톱으로 긁노,0
이상해,0
장화신은 좆냥이 같귀,1
코엽귀,0
좆댕이한테 왜 똥을 묻히노,1
좆댕이살려,1
겨둑시녀년들 느금갤로 바꾸려는거봐,2
개겨둑 쳐맞으면 끌고오는거 티나노,1
여기 똥찬 겨둑 같이 빠는년 많던데,1
저주파창년들 말하는게 딱 한남이랑 동기화됐긔,2
똥찬이는 안 까이잖아,0
조딸 대단하노 졸업학점 1.4래,0
최소2점단은되겠다,0
시험 안친거 아냐??,0
지금 이거가지고 학대라는거야?,0
진짜 좆병신들바께없구나 좆냥이랑 좆댕이 와꾸로반죽하는 주인들은 다 학대네,2
약젠 개빻았는데 머공이랑 부비노,2
이 개빻은년이나 어떻게 좀,2
네다머,0
네다 빻젠 머공이가 훨씬 나아,1
봊초에 메겨 비교글 올리는 년들은 누구임?,1
메까 시녀는 아닌거같던데,0
그냥 캡쳐만 해오면 다행이지 다른사이트글로,0
스워도 하는데 ㅋㅋㅋㅋㅋㅋㅋ,0
빻러 좆댕이 펫샵에서 데리고온 품종견이잖아,1
지입으로 븨창인가에서 당당하게 말했긔 그저짱,0
원래 좆돌들 좆댕이 대부분 펫샵 출신임,1
그래서 그걸로 쳐맞았잖아,0
갓댕이였으면 이 사단 안나;,0
걍 귀 쫑긋하고 말았음 좆냥이들ㅇ 예민해서 저래,1
귀여워,0
개똥찬 화장 덕지덕지묻은 빻은 와꾸 들이대는게,1
겨둑이보다 더 심하긔,0
개느금이나 패야지,1
좆댕이 나가고싶은데 허공에 헛발질하는거봐,1
버둥거리는거 존나불쌍해,0
좆돌들 동물좀 물건다루듯 안했으면 좋겠긔,1
누가 본인한테 똑같이 저러면 존나 싫어할거면서,0
못배워서 그래,0
좆냥이는 본능적으로 아는거긔 ㅇㅇ,1
그냥 장난감 취급해서 막 부비는지 ㅇ,0
나는 준우가 애로부부 추천보단 훨 나아보이긔,0
그거보다 나은게 의미가 있노,0
씹ㅋㅋ 효도르 바람피웟나보네,0
06년에 이혼했는데 07년에 오랜여자친구와 애를 낳앗대,0
여니 못생긴 좆냥이한테 악플달고다님,1
좆냥맘충들 부들대는거 재밌오,1
얜 커야운데,0
겨둑이 스타성 보소,0
이건 스타성이라 하기에도 민망하긔,0
띠니도 좆냥이나 댕댕이보면 괴롭히고싶은데 싸패같긔?,1
눈피하는거존나커엽긔ㅋㅋ,0
똥찬이도 핫게에 올려주시긔,0
똥찬이한테도 관심좀,0
겨둑이 팰 맘은 없는데 좀 신기하긔,0
처음 본 좆냥이 저렇게 막 만지는 성인 봊 처음 보긔; 유충도 안 저럴 듯,1
그걸 또 보블에 올린게,0
보통 메까처럼 만지지,0
ㄱㄴㄲ 띠니 좆댕이 키우는데 동물병원 가면 좆냥이 있거든? 딱 메까처럼 저렇게 만지긔,1
좀 애가 정신이 미성숙하고 불안해 보임,0
좆냥이들은 좆간 맘대로 할퀴는데 왜 저럼 안 되는데?,1
좆냥이들 발로 퍽퍽 안 차는걸 고맙게 생각해야지,1
니가 괴롭히니까 긁는거고,0
성깔 더러운 좆냥이들은 골골대다가도 긁잖아 좆냥이 주인들 손등 보면 흉터로 지저분함,1
난 그런 적 없는데?니가 먼저 위협적으로 굴었겠지,0
니네좆냥이가 순한거긔 ㅇ,1
똥찬이학대는 영상으로 봐야된다니까,0
오죽하면 갓파가 머갈이 불쌍하댔음,0
좁 드라마 기사보고 존나 놀람,0
불량감자인줄,0
이 개 존나 불쌍하다,0
개알못인데 개 들때 응디 받쳐줘야하는거 아님?,0
빻러네 개임,0
저렇게들어두됨,0
이 좆냥이 인절미 훔쳐먹으려다 걸린것처럼생겻긔,1
커엽 존나 웃기게 생겼네,0
댕댕이 미용중에 학대 당하는거 보시긔.....uh,0
존나 재밌었겠다,0
씨발새끼 주겨버려,2
왜 좆댕이를 세수하고난뒤 수건으로 쓰는거긔,1
ㅋㅋㅋㅋㅋㅋ 시발,1
똥친년들 나대면 이거 봊초에 뿌려야겟긔,1
씹슴이 10년동안쌓은 봊돌 고급이미지,1
겨둑이가 몇달만에 다 박살내고있노  다크나이트같긔,0
솜다 약젠 다 지지띠니 따라한거잔아,0
조무새들,0
뭔 햄버거 먹는걸로 따라한다 하노,0
메까가 보낸 영상 보니까 예쁜 좆냥이 맞긔,1
이정도면 코숏중에서 예쁜편임,0
언냐들 이거 여혐이긔?,0
이쁘지도 않은년들이 싸가지없게 굴거나 지 자존감 뿜뿜대면서 유아독존인것처럼 하는것 보면 싸다구 원 투 마렵긔..,1
너보니까 또 싸다구 마렵긔 ㅎ,0
때려보시긔 합의안해줄거니까 빌지마시긔,0
언냐 나 또 고민있긔 저번주에 전여친 생식기가 너무 역해서 찼긔.. 헤어진 이유 알려달라는데 뭐라 말하긔?,1
솔직하게 말해 너 생각도 말 못하노?,0
겨둑이 좆냥이한테 냥냥펀치 맞으면 이렇게됨,0
개겨둑 싫어하는데 위에가 더 심해보이는데,0
보적보 오지노,2
❤+❤+일상갤 달리실 분들 남자연예인갤로❤+❤+,0
길냥이들 애처로움,0
좆간한테 만져달라고 들이밀때 ㅠ,1
ㄹㅇ ㅠㅠㅠㅠ,0
개똥찬 컨셉질에 미쳐서 갓댕이 괴롭히노,0
한손으로 들고 저지랄하는거 존나 티나 갓댕이 불쌍해,1
굴림은 돈 누가 벌어다 주긔,0
쿠팡봊은 재기도 안 될 정도로 처참하게 망했던데,1
여메가 팔려가면서 돈벌어다줬겠지,0
에스파 윈터 동물학대,0
똥찬이 여좹이랑 헤어지고 겨둑이랑 사귈 듯,0
갓혐처럼,0
대체 준우는 왜 추천한걸까?,0
아니 근데 여기가 봊초 머나무숲이긔?,0
그냥 지네들이 올리면되지 자꾸 시발 거기 게시판 언급하고 다른곳이야기하노 시발 여기가 커뮤의 인트라넷인가,1
똥찬이는 병크가 너무 많아서 학대는 순한맛임,0
씹슴 무서운게 아직 8월밖에 안됐긔,1
좆돌들 병크 하반기에 주로 터지는데ㄷㄷ,1
언니들 죄와죄 서로 소송걸려고한대,0
살구가 예전에 변기한테 돈빌려준거 안갚아서 소송걸려하고 변기가 퍽퍽이한테 예전에 돈빌려준거 퍽퍽이가 안갚아서 소송걸려고ㅈ드릉중이래,0
가지가지하는군아,0
참ㅋㅋ,0
갈때까지 갔노ㅋㅋㅋ,0
개꿀잼각,0
어디서나온얘기야,0
아 겨둑이 개싫긔,0
주변에 우악스러운 좆간이랑 겹쳐보여,1
메까꺼 보니까 이 좆냥이 개냥이귀 ㅇㅇ,1
대가리 쓰다듬어달라고 애교부리는거임ㅇㅇ 겨둑이가 잘못함,0
캣맘들 약젠시녀급 정병들인데 큰일났긔 ㄷㄷㄷㄷ,1
한 동안 고생하겠긔,0
겨둑시녀 정병난 이유.jpg,0
조딸 앱이 정치한다고 안나댔음 지금 의사면허따고,1
의사됐을텐데 조딸같은 년들 존나 많을텐데,1
언니들? 좋은소식 가져왔긔,0
유충 출산율 최저 찍었긔,1
언냐들 느김치 좆됐긔,1
똥좹 겹치노,0
허언갑 비율 봐주시긔,0
굽있는거 감안해도 개길어보여,0
미쳤노,0
허언갑요즘이뻐짐,0
좆티년들 겨둑이 존나 씹스럽게 돌려까던데,2
겨둑이 저렇게 쳐맞는게 더 신기해,0
예전같으면 씹슴창년들이 다 쉴드쳐줬을텐데,1
숄도 슴창들한테 처맞은거긔,1
좆냥이에 환장한 사람들이 노무 많아서 어쩔수없긔,1
좆냥이 좆댕이한테 왈왈 미야옹 하면서 소리지르는거 진심,1
초등학교 주변 가면 유충이나 하는 짓인데 21살 여성이 하고 있노 털 바짝 선걸 또 커여운 창짓이라고 올리고,2
캣맘을 정신병이라고 하는건 겨둑이를 욕하는것입니다,0
겨둑시녀분들 참고하세요,0
여니 이모 패는년들 볼수록 더 모친년이 되어가고잇기,1
이모 쳐맞을수록 더 지랄떨거긔,0
부디 정신병와도 절대 나가떨어지지 마시긔 갤꼭 붙잡고 있으시긔,0
똥찬이 개를 키친타올로 쓰노,0
지 개기름 개한테 다닦네,0
메까가 만지는 거랑 비교하니까 더 싸패같노,0
메까짤 보면 사람 존나 좋아하는 개냥인데 진짜 얼마나 좆같았으면,1
근데 이건 메까 올려치기가 아니라 ㄹㅇ 메까가 그냥 딱 정상임 한녀 중에 고양이 저렇게 만지는 년 처음 봄,1
비연 이 언냐,0
겨둑시녀갤 갓는데 이러고 있긔,0
아무도 말리는년 없노 ㄹㅇ 여태 메까패던거 겨둑시녀들같기,0
일상이긔,0
저러라고 해 저러려고 빠는건데,0
맨날저러는데 새삼,0
좆냥이 표정 만화캐릭터같긔,0
커여워,0
발로차고싶오,0
종삽이네 푸푸도 그렇고 빻러네 머갈이도 그렇고,0
비숑들이 귀엽노 주변에 비숑 키우는 사람 없어서 딱 한번 밖에 못 만져봤는데 털도 ㅈㄴ 부드럽고 좆댕이 키운다면 비숑 키우고 싶어,1
겨둑이한테 영업당해서 준우띠니 영상보는 중이긔,0
급딱 판창 감성인데 재밌노ㅋㅋ,0
좆냥이갤 전갤주긔,1
요즘 갤주허들높아져서 이정도론 갤주못먹음,0
ㅅㅂ 눈 왜저러노,0
눈 사시야?,0
겨둑이 좆냥이영상 움짤로 만든거 개겨둑 시녀지,1
저건 쓰다듬는것보다 소리 내는게 존나 소름끼치는데,0
좆냥이를 왜욕하노,1
괴롭히는거에 반항도 안하고 소리지르는거에 놀라서 도망가는거 보면 존나 착하고 겁많은거같은데,0
좆냥이 이표정 존나 커엽긔,1
심술낫긔,0
존못,0
솔직히 좆냥이는 할퀴는거 때문이라도,1
저렇게 못 대하는데 신기하긴 하긔 지네 좆냥이여서 익숙한것도 아니고,1
코아픈 진짜 망한거같긔,0
봊연갤에서 스워하는게 잘나가보이는줄 아는 개줌년들만 붙음,1
코아픈 보다 스워 자주 열리는 잦학뿡2느악몽 다 망했노 ㅋㅋㅋ 병신같은 논리,2
혼자 뭐하노,0
려시에 열린 준우 vs 애로부부,0
려시창년아 좀 뒤져,2
런주 샤넬백 봐봐,0
푸푸 근황 궁금하노,0
아직도 그렇게 푸짐할까,0
ㅈㄴ 커짐,0
거기서 더 커졌다고?,0
이번에 메까가 ㄹㅇ호감됏긔,0
웅,0
메까 착함,0
너 나 차단했잔아,0
몬데?,0
어쩐지 시발 살퍽 갑자기 왜 같이나오나,0
했긔 저번에 살구 라이브에 퍽퍽이 방문했던데,0
겨둑이 좆티에서 개쳐맞는것봐,1
댓글수 1000개 돌파햇긔 누가 가서 똥찬이짤도 좀 올려봐 우르르쉴드치실거같은데,0
좆티 띵잦년들,1
니가 올려 왜 남 시키노,0
좆댕이한테 못생김 묻히는거봐,1
코아픈 빠는년들아 코아픈 떡상시키려면 여기서 스워하지마,0
ㅋㅋㅋㅋㅋ코아픈 이야기만 나오면 스워하지 씹 누가봐도 정병년들만 붙은 좆망돌인거 티나긔,2
지금 코아픈플도 아닌데 혼자 뭔소리하는거노,0
ㄹㅇ 여기 코아픈 말하는 년 이년밖에 없긔 병신같아서 웃기긔,2
메까가 정상이지,0
겨둑이가 이상한거,0
느금개 머갈이랑 념념이가 제일커여워,1
느금스워갤의 한줄기빛 념념띠니긔,1
머갈이 역변한지 오래야,0
털이상하게 깎여서 그래,0
밑에가 머갈이 좆기때야??,1
념념 저거 누구개야,0
양노,0
념념 오랜만이노,0
난 모친년 아니지만 이모 안쳐맞았으면좋겟어,1
여니 새끼도 병크있어서 쳐맞는거보면 이입되서 가슴아프긔 특히 이모는 봊돌이잖아ㅠㅠ,1
이래서 쌍도녀들 상대도 하면 안돼,1
무개념들,0
좆냥이 뿌셔,1
똥찬이짤 올라오니까 개 아끼는게 보인대,0
보통 메까처럼 만지는 경우도 드물고 멀찍이서 보거나,0
만져도 메까 쓰다듬는거마냥 살살 만지는데 눈 존나 비비고 미야옹 하는건 신기하긔,0
변살퍽 소송도 뭔 삼각관계처럼 하노 ㅋㅋㅋㅋㅋㅋㅋ,0
살구가 변기 변기가 퍽퍽이 ㅋㅋㅋㅋㅋㅋㅋㅋ,0
소송걸었긔?,0
귀여운거 보면 괴롭히고싶긔,0
꼬집고싶어,0
나도 놀이기구 무서워하는 사람 있으면 롤러코스터에 태워버리고 싶긔,0
이모도 만만한 사람보면 갑질하고 싶대,0
아 순간 강아지한테 감정이입했긔,0
려시에 좆티에 덬창에 가지가지 하노 누가 거기서 패지말래?,1
왜 끌고 오냐고 도대체 ㅋㅋㅋ 뭐어쩌라는거노,0
그냥 일체시키고싶대 저래놓고 지가 빠는놈들꺼 끌고오면 왜 끌고오냐 호통칠걸,0
뭐가됐든 그냥 좆같음 라창년들 전부 가입돼있는줄 아나,1
겨둑이 싫어하는데 이번에 쳐맞진 않았음좋겠어,0
잦돌은 인방 벗방 보는거 티내도 어떤 이슈도 안되잖니,1
겨둑이시녀들 그냥 쳐맞는것보다 메까랑 비교되는게 더 싫은거구나,0
메모해놨긔,0
겨둑이 ㄹㅇ 혐같긔,0
터지는 병크 종류까지 혐이랑 비슷한 류긔,0
코아픈 스워하는거 뿡줌들 같노,0
고릴라앰들 갈아탄거노,0
맞긔 줌마끼리스워하더니 이제 할줌나이되서 손자뻘가지고 스워긔 개토나와,0
당뇨잘알이거나 당 관리하는 언냐들 조언좀,0
식습관 ㅎㅌㅊ라 진지하게 가까운 미래에 당뇨 걸릴 것 같다는 경각심 생김 이제부터라도 좀 관리하려는데 매운음식 짠음식 또 단음식 중에서도 과자 젤리 초코 이딴건 다 끊겠는데 유제품은 못끊겟긔 평소에 탄산 비롯한 온갖 음료수들 오히려 거의 안 먹는 편임 커피도 일년에 두세번 먹을까 말까 근데 우유는 그냥 입버릇처럼 먹게됨 대체품 있음? 처음엔 아몬드브리즈 같은것도 ㄱㅊ? 그냥 생수나 녹차 들이키는 게 답이노?,0
라면갤로,0
우유도먹으면안되긔?,0
내가 남들에 비해 좀 많이 먹는듯,0
아몬드브리즈 ㄱㅊ,0
처음에 잠시 적응시키는 용도로만 ㄱㅊ? 아니면 오래 먹어도 ㄱㅊ?,0
몸무게 46kg미만으로 컨트롤하면 괜찮긔,0
단걸 다빼시고 먹는양자체를 좀 줄이시긔,0
이방법으로 내과의새한테 잘했다 소리들음,0
양 자체는 세미기아수준으로 줄엿는데 메뉴에 신경 더써야겟노 ㄱㅅㄱㅅ,0
더러운년,1
개똥찬,0
메까창년들이 겨둑이 까는거였네,0
느그겨 좆같이도 관심 없음,1
나도 울집좆냥이들 하루한번은 저렇게 만지는데,1
이마 손가락이나 빗으로 긁어주면 골골거림 턱이랑 목 긁어주면 더 좋아서 부벼대지만,0
ㄹㅇ 만지는건 문제없긔,0
겨둑이 성격 이모같을거같애 소리꽥꽥지르고,0
이 글 너무 웃김,0
K-가족 그 자체임,0
겨둑이같은 봊옌들이 많아져야,1
욕 먹는 선을 높여줌,0
메까 시녀들 겨둑이 패는거 살벌하노,0
겨둑시녀들 메까 언제 놔주노,0
겨둑이가 병신 영상 올린걸 왜 정상인 메까가 쳐맞아야대 웅,1
겨둑 이모,0
겨둑이 ㄹㅇ 좆냥이대하는거 한남 그 자체노,2
자기딴엔 냥이가 좋아한다고 착각하고 막다루는거,0
똥찬이짤 좆티에 누가 올렷는데 댓글반응봐,1
겨둑이한테 보적보하는씹창년들 죽엇으면 ㅋㅋㅋㅋㅋㅋ,2
근데 나도 좀 억지라고 생각하긔,0
미친년아 그렇게치면 겨둑이도 억지야,0
겨둑이는 댓글 1000개넘도록 댓글로 쳐맞는중임,0
난 겨둑이도 억지라고 생각하긔 만지는건 ㄹㅇ 문제없어,0
그니까 봊만쳐맞고 저새끼만 쉴드받는게 보적보잖아 병신년아,2
보적보를 내가 했노? 왜 나한테 지랄이야,1
그러면 왜 억지라고 댓글쳐다는데 본문내용은 보족보창년들 죽엇으면좋겟다하는글인데 ㅋㅋㅋ,2
본문 안 읽엇긔 ㅋ,0
좆티 똥친년들 개많은거 모르노?,1
언냐들 느금 진짜 인기 많나봐,0
하이디라오 갔다가 올리브영 갔는데 가는데마다 느금 노래만 나옴,0
패왕 꼬팅 9월에 둘이서 컴백한대 ㅋㅋㅋㅋ,0
할리퀸 조커같긔,0
기대되노,0
좆그로는 끌리겠네,1
패왕 뮤비찍다가 쓰러져서 엠뷸런스 부름,0
음방 기대되노,0
덬창 겨둑이 글 곧 1500플 될 것 같긔ㄷㄷㄷ,0
