content,labels
ㄴㄷ 뭔가 요새유행하는색감이 다 갈뮽색이야,0
연머언냐 빻았다는년들 갓양살음?,1
길거리나가면 저거보다 빻은년들 널렸는데,0
숄 봄라긔?,0
퍼컬 아예 몰라 봄라 맞긔?,0
이거 봄웜 아니긔?,0
회끼 섞여서 탁하잖오 봄웜이려면 완전 밝기만 해야하긔,0
ㅇㅎ채도가 낮다는거긔?,0
ㄴㄴ 채도 낮은거랑 상관없이 회색이 섞여서 탁한거긔,0
띠니친구 봄인데 저런거바르긔,0
알못들이네 탁기잘받는 봄도있긔;,0
겹칠거같은데 봄웜이면 저거 살짝 시체될듯,0
시체됨,0
탁해,0
가을익ㅢ,0
딱봐도 탁하긔,0
보톡스 맞으면 관자놀이 근육 커짐,0
턱보톡스?,0
하 좆바갔다왓긔,1
이제 공부해야됨,0
열심히사노 ㄷ,0
온냐들 29일에 이거 같이달리자,0
봊연갤에서,0
거기서 어케달려 느학스워할건데,0
그거 무시하고,0
ㄷㄷ언냐야?,0
능국에서 밝은 머리(탈색말고 갈발) 인식 별로긔?,0
좆튭 보는데 약간 그런 뉘앙스로 말해,1
능국 다 갈발해서 그런거아니긔?,0
존나 염색하는데 금발같은건 잘없고 브라운 존나하긔,0
혈액형 유행이 퍼컬로 갔고 지금은 띵박티아이로 옮겨온느낌,0
나는 남들과는 다르고 특별한 동시에 어딘가에 소속감을 느끼고싶은 봊들의 심리가 반영됐다고 봐,0
코난보고잇긔,0
퍼컬정병년들이 보면 바로 발작하는 말,1
예쁘면 톤 같은거 상관없다,0
갈딥 이런 색감이 분위기 ㅅㅌㅊ라 젤부럽긔,0
갓반인은 몰라도 좆옌만 보면 분위기ㅆㅅㅌㅊ,1
6학년이면 알거다알지않냐긔,0
과외하는대 티셔츠밑에 바지안입고 사각빤스만입긔 모를거라고생각하나ㅡㅡ,0
뽀나 불쌍해,0
띠닌 톤은 잘안타긔 근데 뮤트 라이트 여기서 갈림,0
대신 원색 형광색 이런거 안됨 누드톤 누드립 존나 잘받음,0
돼지궁사들 존나 웃겨,0
한마디 툭툭 하는데 진짜 개웃기노,0
로이ㅋㅋ,0
패왕 톤 안타는거 보면 와꾸도 와꾸지만 풍기는 아우라가 중요해,0
패왕보다 예쁜년들은 널렸어도 그년만큼 색상 팔레트 가리지않고 이것저것 좋은의미로 다 잡아먹는년은 못봣어,0
그 언냐가 아나운새를 준비하니까 문제인거긔,0
그 언냐보다 못생겻는데 현직 아나운새하는 봊 본적있노? 없잖아,1
나 살 뺄수있을까,0
웅,0
빼보고 말하자,0
자짤같은 몸머가 되고싶다는 말이긔?,0
ㄴㄴㄴ,0
자짤언냐가 언냐몸반이잖아,0
왜 목표로 해야하긔 ㅡㅡ,0
그냥 자짤이긔,0
이런 기사보면 현타오지 않긔????,0
저 언냐 키 174인가 그렇다며,0
그럼 가능할 수도 있을거 같은데,0
너무 커,0
헐 봄라 맞는거 같아,0
나 탁한 색 매트한거 무조건 줌내나긔,0
나는 퍼컬은 몰겠고 레드만 바르면 개좆같아짐,0
갑자기 존나 늙어보임 무슨 레드든 그래 안사본 게 거의 없긔 시발 다 동생줌,0
레드도 다양하긔 쿨레드 웜레드 다크레드 뮤트한레드 언냐는 뮤트하거나 반투명한 레드 시도해보시긔,0
보톡스 맞고 얼굴형 바뀐 언냐들 있노,0
뭐 어떻게 바뀜? 관자놀이 넓어져?,0
능국 화장이 봄웜이고 김치 화장이 갈웜같긔,0
요즘 능국 이렇게 화장안하귀,0
온냐들 신전로제맛있긔??,0
구령 차라리엽떡,0
와 아준생 뭐노 존나 이쁘네 다들,0
띠니도 예전에 이대아준생들 인스타 염탐했었는데 요즘은 다 좆튭하는구나,0
갈뮽이 베이지 갈색 이런 옷색 어울리긔?,0
나 그런거 입으면 와꾸 똥찬이되는데.. 그렇다고 하늘색 입으면 냉장고에 18시간 있던 시체되긔,0
안어울릴수도 있긔 웜한 하늘색도 갈뮽색이긔,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아,0
아근데 ㄹㅇ사람들 톤보다 전체분위기보는거같은게,0
이 가운데 초록색이 잘받는 좆간이 되고싶긔,1
갈웜인가,0
저건 겨울딥인듯 초록색은 분류상관없이 잘받기 힘들긔,0
띠니 딥초록 어울리는데 가을딥이긔 저건 겨울딥일듯,0
립글로즈 잘 받으면 옷도 광택 있는 거,0
잘 받귀?,0
ㄴㄴ 옷이랑 화장품이랑 따로긔,0
띠니 이런립 존나 잘어울려,0
근데 이게 먼톤이긔,0
머쓰긔,0
하나로 안되긔 이것저것 다 섞어씀,0
머머섞어쓰늣ㄷㆍ기,0
제품명은 모르겟고 살몬누드 이런거 쳐보시긔 거기에 립글로스 올리면됨,0
짤은 봄라이트~고명도 가을뮤트 사인것같긔,0
존나 어렵노 여름은 포함안되는거긔?,0
웜해보여서 안될듯,0
헐 언냐 나도 이런거 잘어울리는데 다 단종됐긔 추천앙망부탁드리긔,0
띠니 극쿨만 가능한 겨울브라이트긔,0
온도 청탁 채도 심하게 타는데 명도만 안타서 여름라이트~겨울딥 끌어쓰긔,0
안타깝노,0
원래 관종같은옷 좋아해서 ㄱㅊ긔,0
와 청소년임신 브이로그 이딴걸추천해주네,0
미쳤나,0
그거 유해물 선정해야됨,0
피부톤자털5초펑,0
좆론 개씨발련들 이거 상담 하긴 하는 거임?,1
앰창 존나 전화안받노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
뭐하게,0
탈퇴좀 해달라하게,0
먹버란 무엇인가 생각하고있긔,0
이 소 정말 귀엽긔,0
키우고잡아,0
헐 커엽,0
개귀엽노,0
후리스 입은거 같다,0
시발ㅋㅋ 커엽다응,0
이한남이 더 현타오긔,0
10분만에 50억 벌었때,0
여니 갱기도 5억따리 아파트 사는데 지하주차장에,0
우리집은 좆그진데,1
ㄹㅇ우리동네도,0
겨쿨 최대장점 그거긔,0
회식되거나 사회생활 할때도 베스트스타일 쉽게 유지가능한거,0
가을옷 뭐입긔,0
난 가을인데 톤을 모르겠긔,0
레카 토스트베이지랑 헤라 란제리 쓰긔 뭔톤이야 무조건 저채도써야돼,0
사톰이는 무슨 톤이긔,0
어?,0
봄웜같은데,0
여뮽 아니노,0
화장은 다 봄웜같음,0
몇개빼고,0
갈웜인줄,0
퍼컬 안믿어서 저러는게 아니라 쌩얼까기 싫어서,0
저러는거 아니긔?,0
아 그럴수도 있겠노,0
봄라 이런 머리 해도 됨?,0
123 뭐 가능이귀?,0
1 괜찮지않을까,0
3은 좆됨?ㅜ,1
머리랑 톤이랑 상관없음 저런색은 누런끼 안받으면 망하긔,0
퍼컬 궁금한데 쌩얼 정병잇어서 못하겠어,0
쌩얼 까기 싫어,0
요즘 능국인들 오렌지브라운에 미쳤긔,0
여리여리한 색감보다 이런 느낌으로 화장하는게 유행이긔,0
이뽀,0
머리색 이뿌다,0
내가보는 능국봊돌들도 팀자체가 다 갈웜ㅌㅊ로 화장하긔,0
더워,0
김치의 4년전을 살고있군아,0
이거 제시어 뭐 같음?,0
몇글잔데,0
몰라 그냥 맞추래,0
한국어노 영어노 사자성어노,0
벼락?,0
그림을 좆같이 그려놧노,1
인터스텔라,0
왜 인터스텔라야,0
걍 똥그라미 원형 안에 좆간 한명 들어있고 내려가고 올라간다는 화살표 보고 새로운 행성 착륙한 그런건줄 알았긔,0
여니 이 색깔들 잘어울린다고 나왔는데 페베라여긔,0
페일 베스트 여름 라이트 톤 이긔,0
차선이 딥겨인가보네,0
ㄹㅇ 명도 극단적이노,0
이거 내 드레이프인데 겨쿨이라 그랬긔,0
윤곽주사 4번인가 5번인가 맞았는데,0
물론 나이먹으니까 쳐지는 것도 있겠지만,0
턱살맞았어?,0
ㄴㄴ볼에,0
도화야 김메리 퍼컬알려줘,0
묵도화 존똑 그 자체긔,0
존나 닮음,0
전혀 아닌데,0
눈이 닮앗긔,0
도화 안봄?,0
골격 두상 닮았긔,0
ㄴㄷㅂ,0
아나운새들 죄다 10년하고 때려치던데,0
그유명한 장예원언냐도 때려침,0
와꾸살이나 뼈는 ㄹㅇ 못건들겠긔,0
워낙 뭐만 하면 흘러내려서,0
제시어 그림 게임이 아니고 이거야,0
그래서 몇글자인지 모름,0
감자기 맞추기 싫어짐,0
어차피 아무도 못맞출거 같음 그림 좆같이도 그려놨어,0
뭐야 쿵야 게임 하는 줄 그림 더럽게 못 그리네,0
눈썰미좋으면 걍 본인이 드레이프사서 자가진단하는게,0
낫지않긔?? 맨날 하는 생각이긔,0
언냐 드레이프 다 사려면 존나 비싸긔'...,0
그러네,0
막상 화장품갤 다시 열리니까 궁금하지도 않은 티엠아이 좔좔,0
눈치 뒤진년들만 꾸역꾸역 풀어대느라 플이 끝나질않노 이래서 장푸미갤을 싫어했었긔,0
탈색 2번하고 염색했을때 개빻았는데 3번하니깐 ㅅㅌㅊ,0
그냥 금발함,0
여괴는 이년이랑 부대끼고 살면서,0
퍼스널컬러 안중요하다는 소리가 나오노 띠니었으면 하라주쿠 거지룩 다 찢어버렸긔,0
ㄹㅇㅋㅋㅋㅋㅋㅋㅋ,0
ㄹㅇ 시발,1
보정짤이랑 기사짤 들고와서 뭐하노,0
무보정짤로 비교해도 심하긔,0
챙프는 오렌지대리가 레전드긔,0
퍼컬 확실히 있긴하긔 쿨톤 칭긔랑 같이 가서 둘이,0
천대보면서 진단받았는데 쿨톤 칭긔는 웜톤 대면 얼굴 칙칙해지고 띠니는 쿨톤 천 대니까 얼굴 더 퍼져보였긔,0
맞긔 돈없어서 진단 안 받아본 년들이 퍼컬 그딴거 안 믿는다 함ㅋㅋㅋㅋㅋㅋㅋ,0
언냐들 나 눈썹정병이긔,0
나는 눈썹 비대칭 노무 심해서 정병이긔ㅠ,0
누런 갈색머리 어울리는 년을 못봄,0
졸업식에 누렇게 염색하고 온 년들 존나 많았는데 하나같이 똥 며칠 못싼것 같았긔ㅇㅇ 걍 자기 머리가 훨씬 나아,0
맥 매트립 개같이도 안발리는데 언냐들 어케바르노,0
립밤 떡칠해도 안발리고 노무 건조하면 더 안발리긔ㅠ 루비우만 어울리는데,0
좀 녹여,0
안 바름 입술 존나 건조해지긔ㅜ,0
눈썹 세미아치가 어울리고 일자나 두꺼우면 텁텁해보여,0
와꾸형때문에 이런거임?,0
이목구비영향도,0
이거 잘 어울리면 톤 뭐야,0
웅운냐,0
덜그시베,0
언냐들 길고양이 튀겨진거 보시긔,0
치료중인데 잘 버텻으면 좋겟노,0
학대한거노?,0
증거가 없어서 뭐라 말하기 애매하긔,0
존나못되ㅛ노시발,1
피부 하야면 퍼컬 그렇게 안중요하긔,0
내가쓰는 화장품 검색해보니까 섀도우팔레트는 갈웜이고 립은 여쿨이래 근데 딱히 피부 노래보인다든가 까매보인다든가 이런거 없긔,0
ㄹㅇ 나도 암거나 써,0
하야면 창백하게 질려서 그렇긔 부어보이거나,0
섀도우좀 안맞는거 발랐다고 얼굴이 부어보일수있긔?,0
나 부어보이긔,0
근데 솔직히 걍 쓰긔..,0
짤 방궁이야?,0
나 병있냐 소리 들을 정도로 하얀데 퍼컬 존나 탐 사바사,0
이년 톤알못이긔,0
톤알못이니까 암거나쓰는거긔 아직 검사도 안받아봄,0
포타 퍼컬분석 미지근한 립 이거긔,0
저게 뭐가 미지근한거야?,0
삽이는 그냥 입술이 노무 작은거 아니노,0
엄청 웜하지도 엄청 쿨하지도 않아서 그런거아니노,0
슬기로운 감빵생활 본 여니들???,0
슬의생 난 재미없어,0
재미잇어,0
종삽인 노무 다 잘어울려서 퍼컬이 뭔지도 모르겠오,0
주황머리 별로야 저거만 안하면 좋겠긔,0
아미친놈ㄹㅇ잘생겻네 사진선정 잘했노,0
하얘서 그런가버ㅏ,0
존나 잘생겼네 미친놈,0
주황색 하늘색 존나안어울림,0
여괴 퍼스널컬러 같은거 안믿는거 호감이긔,0
띠니 카페에 혼자있는데 띠니를 한명을 위해서,0
방금 에어콘 켜줬긔...,0
너 좋아하나바,0
봊인데,1
그 년도 더웠던거긔ㅋㅋㅋ,0
퍼컬 코스메틱계는 좋아하고 패션계는 싫못죽했잖아,0
코스메틱에서는 그거로만 이미 나왔던 컬러 팔레트해서 돌려막고 종류 좆돌 굿즈처럼 많이 내고 팔아 먹어서 좋아했는데 패션계는 좆건들 입는 색만 입는다고 존나 싫어했잖오 코스메틱처럼 다양한 종류 낼 수 있는 것도 아니라,1
강쿠자 봄라 서장훈 여라긔,0
나 존나 하얀데 퍼컬 중요하긔,0
그리고 쿨한거바르면 안색 확죽고 뜨긔,0
ㄴㄷ 개줌마 같아지거나 귀신 같아지긔,0
다이어트 하는 언냐들 들어와 보시긔,0
식욕재기완.,0
저 튀어나온게 뭔데?,0
정액을 영양분으로 자란 버섯,0
저런데 가면 ㄹㅇ로대딸도 해주는거구나,0
저 버섯맛궁금하긔,0
누런갈색머리 갓양에도 어울리는 사람 못본것같긔,0
그나마 횰줌처럼 태닝하면 어울리긴하는데 걍 이미지가 어울리는거지 톤 자체가 어울리는 사람은 못봤긔 누런갈색머리는 걍 사람피부톤 자체랑 안어울리나봐,0
띠니 퍼컬 진단 좀 해주시긔,0
맥 만다린 오 칠리 레이디데인져 ㅑ루나 메트 틴트 레더 피버바이트 페리페라 심장폭격,0
이런걸로 모르긔 돈내고 진단받으시긔,0
대충 웜쪽인건 분명하고 봄브 예상,0
띠니 눈썹이 반토막이라 쌩얼 화장 차이 큰데 문신할까,0
눈썹이 걍 반만 낫긔ㅠ,0
슬기로운 의사생활<-이거 의사미화 드라마귀?,0
내용어떤데?,0
일단 의새 중에 빌런 안나옴,0
ㅇㅇ 현실엔 바빠뒤져서 싸가지없는 교수의새들밖에 없는데 드라마에서는 환자들 가족들 하나하나 만나가면서 존나다정해서 설명해주긔 억지감동ㅌㅊ,0
ㅋㅋㅋㅋㅋㅋㅋ십,0
신파 ㅅㅌㅊ에 다른 조연캐릭터들은 나오기만하면 주인공의새들 후빨만 함,1
신파감성,0
언냐들 좆이어트 많이하면 퍼컬도 바끼긔?,1
나 말랐을때랑 지금이랑 퍼컬 다른거같긔,0
평생 안바껴,0
초고도비만에서 마름충 되면 약간 바뀔수도 있는데 크게 안바뀌긔,0
절대안바뀜,0
퍼컬잘알온냐들많나보내,0
피부화장안햇는대 무슨톤같귀,0
이거 그대로 퍼컬갤에 올리면 비추 100개 받긔,0
ㅈㄴ 궁금한데 은하하면 눈 커지긔?,0
안커지면 왜해,0
병신이야?,1
언냐들 퍼컬진단 다들 어디서 받았긔,0
혼자 알아보고 갔다가 존나 실력없는데 걸릴거같긔,0
어케성공했노,0
ㅋㅍ네잔,0
바재앙 와꾸가 좀 못 미덥게 생김,0
사기꾼같이 생김,0
음흉하게 생겼어 여비서 냄새 존나 맡아,0
음흉 ㄹㅇ,0
아가비치 뭔가 종삽이 닮았어,0
볼때마다 묘한 기시감 있었는데,0
나 이거 알고리즘에 떠서 봤는데,0
발음도 이상하고,0
어제 마주쳤던 좆냥쿤 다시 만나러 갈려고했는데,1
비 옴,0
아바타 인생영화긔,0
존나 안질리긔,0
겨쿨인데 검정보다 흰색이 낫고 근데 핫핑쪽은 안어울리면,0
대체 뭐인거노,0
딥겨,0
딥겨는 검정잘받지않긔?,0
띠니 칭긔 여름라이트인데 흰색보다 검은색 더 잘받는다고 진단받음 명도랑 흰검 상관없긔,0
베리페일 베스트인거 아니노,0
핑크색을 안받는걸수도 있고 명도가 낮은게 어울리는걸수도 있긔 업체에서 무채색은 따로 보긔ㅇㅇ,0
언냐들 이 버섯 먹으면 1억 준다 하면 먹을거긔?,0
왜못먹음,0
내인생이 망할것 같긔,0
머공 효서네 좆댕이데이트 존나웃기다,1
사촌언니들 보는거같긔,0
행복하시긔,0
과외이미하고잇는데한개더하고싶긔,0
급식들만만하긔,0
좆이어트띠니 이틀폭식하고 오늘 쳐먹은거 봐주시긔,1
ㅁ.ㄹㅏㅌㅏㅇ시켰긔,0
오늘같은 날씨 좋못사,0
놈딱 좋긔,0
저 버섯짤 보고나니까 ㄹㅇ로 식욕재기함,0
살인충동도 들어,0
언냐들 띠니 눈썹문신 이렇게 연하게 하고싶은대,0
숱이 많은경우엔 어떻게 하긔 걍 가면 알아서 해줌?,0
ㅇㅇ 그리고 저정도로 연하게 하면 2주안에 다 지워질걸,0
헐 근데 진한게노무싫긔 ㅠ 주변칭긔들 눈썹문신은 전부 진해서 이상하던대 좆스타 올라오는 눈썹문신만 ㅅㅌㅊ긔 항상,1
처음엔 다 짱구ㅌㅊ로 진한게 정상이긔 그러다 탈각 좀 되고나면 자연스러워져 첨부터 저러면 돈날리는거긔 유명한데 찾아가시긔,0
고맙긔옹이,0
살 12키로 빼면 와꾸형 어느정도로 변하긔,0
걍 볼살빠지고 턱살빠지긔,0
슬기로운 히키생활 <- 나오면 본방사수할거긔 ㅇㅌ,0
내 드레이프긔,0
근데 옷장은 다 검은색투성이야,0
라여네,0
눈이 맑아지노,0
솜사탕좆간 그 자체노,1
산리오 같다,0
알바하는곳에 섹규닮은 좆냥이 있긔,1
이짤처럼 진짜 고양인데도 눈깔 개좆만하고 인생 다산 갈배같이 생김 근데 생긴거치고 애교많아서 귀엽긔,1
근데 와꾸 안하얀년이 드물지않긔?,0
거의 다 하얀데,0
독다만큼 하얀건 안 흔하지 않노,0
걔는 딱히 피부색이 의미있긔?숄이 예시면 몰라도..,0
난 피부 하얀데 퍼컬 타긔,0
대비감 올라가면 뱉어냄 아라도 검은색이면 안어울리고 걍 진한색 모든게 안어울려,0
너 존아 쎄게 생기거나 존아 흐릿하게 생겼지,0
둘다 아닌데 쎄게 생겼단 말은 가끔 들어봄,0
이런거보면 성형은 할만한거같긔,0
국어랑세계사동사는과외할수잇긔,0
와꾸 하얘지면 톤상관없다는년이 톤알못이긔,0
띠니 쿨톤 칭긔 웜톤화장하면 인간이 칙칙해보이고  갈색코트 입으면 거지같아지긔,0
하얀년들은 색깔이 어떻고에 상대적으로 덜 집착한다는것도 맞잖아,0
그냥 톤알못이면 집착 안하고 잘알이면 집착하는거긔,0
하야면 멀 입든 니 얼굴 똥색이란 말을 들을 확률 자체가 적으니까 집착을 안하는거긔,0
나 약간 배기범닮았어,0
에휴,0
봄브인데 베스트색 제외한 나머지 전부 워스트긔,0
내 톤 아닌 색 바르면 귀신같이 얼굴 죽고 쌩얼이어도 좆같애,1
에슬레저 입고다니시긔,0
헐 평소에 운동복만 입고 다니는데 무슨 상관이 있노?,0
아니 걍 운동복이 브라이트색 많이 나오자노,0
아ㅅㅂㅋㅋㅋㅋ알겠오 고맙긔,0
피부도 하얗긔,0
띠니도 피부 흰편인데 퍼컬 존나타,0
챙프랑 베스트 똑같긔 베이지색 입으면 전신에 미세먼지 뒤집어씀,0
여니 배씨인데 맨 처음 조상이 짱깨래 ㅅㅂ,0
묵도화도 사는데 그냥 살아,0
조선족 아이피메모완,0
너무해,0
안 그런 성씨 찾는게 힘들지않노,0
그런가 ㅜ,0
띠니 공씨니까 닥치시긔,0
공씨가왜?,0
공자,0
띠니 쌍액하고 안하고 차이 존나커서 신기하긔,0
맨 눈은 믂운젓갈이고  쌍액하면 이달봊 현지니됨,1
네다허언,0
눈만 그렇다는거긔,0
믂…,0
피부하야면 톤안탄다는년들 걍 눈썰미 좃빻은년들이긔,1
립 밀려서 하얗게 질리는걸 형광등커졌다고 착각하는년들마냥,0
그럼 뇨주는 먼데,0
씹하얀데 겨쿨빼고 메이크업 다 잘받던데,0
염색하고잡다,0
코토리베이지,0
톤신병자들 버튼 눌렸잖아,1
나도 끠부과 데스크 상담원이나 할까,0
근데 이거 성형 마니조진 사람들만 가능한거노 내가 가는 피부과 직원들 다 그래보여,0
ㄴㄴ 내가 가는곳 돼지같은년이 함,0
ㅋㅋㅋ 그런건 친지일 확률이 높지않긔?,0
퍼갤에 4계절 다걸친년도 나옴,0
퍼컬은 좆간마다 노무 달라서 범위좁으면 확체감될수도 있고 그냥저냥 웬만하면 다어울릴수도 있는거,1
숄 정도로 하얀 거 아닌 이상 하얀 거 딱히 무의미하긔,0
주변에서 자기 좀 하얗다고 하는년들 존나 많이봤는데 좆도 안하얌,0
ㄹㅇ 까마면 어울리는거 찾기도 힘들어,0
베이스가 똥톤이라,0
솔직히 하야면 퍼컬 노상관ㄴㄴ 와꾸가 존아 이쁘면,0
노상관 이거긔,0
피부존나하얀 갓갓도 퍼컬타는데 무슨 흰피부가 퍼컬을 안타,0
피부하얘서 보적보당한다는 좆티급식년같노,2
이렇게까지 발작하면 보통 똥피부긔,0
퍼컬 맹신하는 니년이 더 려시년같애,1
지금까지 대 이어올 정도면 맨 처음 조상 유전자,0
5%도 안 남아있을 것 같긔,0
그래도 괜히짱깨피라니까 기분더러웡 ㅜ,0
