content,labels
영상에는 다 나오고 트위치 다시보기에 안나오는건데 어떻게 이렇게 생각하지? 대단하네 ㅋㅋㅋ 그래놓고 지적하니 발작한다,0
이미 채팅창에 입력되서 캬 가 올라오는데 뭔 유튜브에 올릴려고 캬를 안보이게 설정해 미친놈인가 ㅋㅋ,0
병신아 소리 듣고 삐질거면 본진으로 돌아가 씨발년아,1
랄로방을 안보는게 아니라 그냥 트위치를 안보시는듯 ㅋㅋ 근데 그런분이 스갤엔 왜?,0
시발 아니키가 대인배긴하네 ㅋㅋ,0
진짜 소인배ㅋㅋㅋ,0
오늘대본에 캬 없었나보네,0
ㅋ ㅑ,0
랄로가 스갤러들은 기가 막히게 거르네 쌍베급,0
좌표찍고 몰려가서 도배테러해놓고 소인배 ㅇㅈㄹ,0
와캬퍄컽2400너나가그런방아닙니다그렇게됐습니다불만없제가버렷,0
영혼보내기ㄷㄷ,0
좌표찍고 허버허버 달려가서 캬 도배하고 벤하니까 소인배ㅇㅈㄹ ㅋㅋ 대단하다,0
나도 캬~ 되게 좋아하고 저때 보고있었는데 왜 커트안당했지...? 밥먹으면서봤나... ㄷㄷ살았네,0
근거 없는 장면에 캬 쓰는 애들 벤 한거가?,0
그냥 병신마냥 무지성으로 캬도배하던새끼들 있음,1
사스가 대본군주 ㅋㅋㅋㅋㅋㅋ,0
관리 확실하네,0
이새끼 ㄹㅇ 스갤보나? 저걸 왜 밴함ㅋㅋ,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 캬 이제 대본에서 삭제당했네,0
?? : 불편해?불편하면자세를고쳐앉아 캬 는밴하겠습니다,0
캬'를 쳤다는이유만으로 밴하는 쫌생이 ㅋㅋㅋ 역시 캬!,0
캬!,0
정보) 도배로 방송 씹창내려고했는데 들키고 밴당해서 부들대는글이다,1
캬 이거지 퍄퍄퍄,0
아;,0
캬밴 ㅋㅋㅋㅋ,0
캬 뭐안좋음뜻이고 그런거임??,0
스갤에서 랄로비꼴때 캬캬 거리잖아,0
아ㅇㅋㅇㅋ,0
롤베 새끼들 안 좋아하지만 앵무새마냥 캬캬거리기만 하니깐 밴때리겠지 짤만봐도 채팅창에 어그로 존나 끌렸구만 날조도 성의것 해라 ㅋㅋㅋ,0
라고 롤베가,0
앵무새마냥캬캬거리던거=롤베채팅창,0
캬프레임질에 당했네 그냥 넘겨야지 캬정도면 귀여운데 너무 빨리 떠서 그런갑네 잘하고 있구만 스붕이들 떠드는거 개무시하고 니길을 가라,0
"와캬퍄쩝컽어,,아,,2400넌좀나가라그런방아닙니다그렇게됐습니다불만없제가버렷몰라레후",0
대본 유출하네 밴당하고 싶어?,0
근데 캬를 왜 벤함?,0
롤베들 평소 같으면 같이 캬하고 웃어 넘기더만 이번엔 지들이 봐도 심각한지 쉴드 존나 치네 ㅋㅋㅋ,0
아니 즈그들이 제일 많이쓰는거 좀 써줬더니 밴하라고하노,0
근데 토착민도 몇명밴당했을거같은데 저정도면 ㅋㅋㅋㅋㅋㅋㅋㅋ,0
카카오팟 악질들도 상대했는데 저급한 도배테러는 바로 찾아내지 ㅋㅋ,0
퍄,0
아니 근데 원래 많이쓰던거 아니였냐 진짜 왜다벤했노,0
스코어만봐도 걍 분탕임,0
저러고서 시청자 다떨어져나간게 웃음벨,0
별거없을때도 캬거리면서 분탕질하고 비꼬는건 밴하는게현명하다 비꼬는애들은 놔둬봤자 도네도안쏠텐데 하나도 도움안됨,0
아무리봐도 랄로가잘했는데 소인배다뭐다 개ㅈㄹ하는애들은 랄로방에서 분탕질하다가밴당한애들임ㅋㅋ,0
캬 이거지,0
밴당하고 쥐흔성공했다고 정신승리하는거임? 랄로가 잘 솎아냈구만 ㅋㅋ,0
뭐할때 캬했는데,0
그냥 저기 스코어만봐도 진짜로 무뇌 장애인같이 캬만 쳤네ㅋㅋ,1
캬봇 약하노,0
사스가 캬니키 이거 한동숙 방도 똑같아서 한동숙보고 캬니키 이랬는데 임마들 마음에 담아두고있었네 ㅋㅋ,0
이거 스갤러보다 랄청객들이 더 많이 죽었을거같은데 굳이 스갤러 아니여도 그냥 캬 ㅈㄴ 치는애들이라,0
저 캬는 해로운 캬다,0
클리앙 빈댓글 = 스붕이들 캬댓글 이거 공감되네 요새 ㅋㅋ,0
이거 맞네 논리는 딸리는데 정신승리하는게 딱이네,0
zzzzz,0
캬니키 실망이네 에휴,0
무지성 캬,0
스붕이 잡으려고 초가삼간 다 태우노 ㅋㅋㅋㅋㅋ 캬 자체를 그냥 다 죽여버렸네,0
별거없네,0
ㅋㅋ 조리돌림 당하는줄은 아노 커뮤하는놈들이 많아서 ㅋㅋ 그간 할땐 재밋다고 캬캬캬캬 하더만,0
불편하면 자세를 고쳐앉아라더니 자기 불편할때는 밴해버리노..,0
ㅋㅋ 이글 댓글만봐도 한놈이 프록시돌리면서 발작하는거보니 랄로가 이겼네,0
컄 뭐냐 ㅋㅋ,0
캬 ㅋㅋㅋㅋㅋ,0
근데 저기서 무지성 캬 거리는거 스붕이맞잖아 ㅋㅋㅋ,0
원래 롤베들 밴잘하잖아 고름들한테 하도당해서 분탕들 잘구별함,0
스붕이들 화난거보니 밴 잘했네ㅋㅋㅋ,0
근데 캬는 도파가 트페 Q로 미니언 긁어도 나오고 재슥이가 나서스 Q로 타워 때릴 때도 나오고 파카가 이렐 q로 미니언 정리해도 캬로 도배되고 걍 아무때나 나왔는데 대체 왜 랄로만 갑자기 불편해진거임?,0
지들딴엔 랄로노잼같은데 잘나가는게 아니꼬운데 그중하네 억지로물고 까는거지 ㅋㅋ,0
슥재 나서스 q는 질질흘립니다,0
몰?루,0
아 1분대에 아무 일도 없는데 스갤애들이 달려가서 저런거구나 ㅋㅋ 밴 잘했네 ㅋㅋㅋ,0
열등감이지,0
롤이 시발 채팅칠만한게 캬~ ㅋㅋㅋ 밖에없는걸 어쩌란거야 ㅅㅍ 다양한 채팅이 나오는 상황을 만들든가,1
와 ㅂㅅ ㅋㅋ,0
캬가 불편해? 자세를 고쳐 앉아 ㅋㅋㅋㅋㅋㅋ,0
애미뒤진 스갤 새끼들 다 밴당한거 기분좋노 ㅋㅋ,2
캬 ㅋㅋ,0
캬 밴임?ㅋㅋㅋㅋ,0
kda 0/0/0 1분대에 아무것도 안했는데 캬 도배로 방송 씹창내려 하는거 잘 걸러냈네 ㅋㅋ,1
캬 이거지 ㅋㅋ,0
"""불편하면 자세를 고쳐앉아""는 다른분인가ㅋㅋ",0
자세를 고쳐앉으라더니 참지 못하고 벤난사 ㅋㅋㅋㅋ,0
이래도 생리질 안한다고? 캬,0
랄로 은근 속좁네 ㅋㅋㅋ,0
랄청객들 평소처럼 대본대로 리액션 하다가 밴당해서 어리둥절 ㅋㅋㅋ,0
캬~ 분탕치다 밴당하신분 여기 있네,0
다 부검하고 밴하던데?,0
분탕충들 밴당하고 스갤에 옹기종기 모여서 뭐하노?,0
ㄹㅇ 하는짓들 보면 좆달린 피싸개인듯,1
캬캬오,0
트위치에서 제일 속좁은 씨발새끼 캬니키 ㅋㅋㅋ,1
랄로 캬하하랑 연습생 같이 했다던데 캬하하 싫어했나봄...,0
세상 속좁은 트통령 캬~,0
캬니키 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
정보) 여기서 캬 치는 놈들은 한동숙의 시청자이다.,0
캬 웃기긴한데 ㅋㅋㅋㅋㅋㅋ,0
캬 지들이 시작해놀고,0
저거 다 밴하는건 쟤들 다 흑화시키겠단거아님?,0
한동숙 시청자분들 적당히좀 해주세요~~~,0
악질부심 오지던 새끼들이 무지성 캬도배보고 정색빨고 나가 이지랄하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
와,0
와 퍄 캬 캬니키 ㅋㅋㅋㅋㅋ,0
아 참고로 저는 한동숙님의 열혈팬입니다.,0
캬아아아아아악!,0
댓글에 화난애들 많은거보니 밴 잘했네 ㅋㅋ,0
캬 역시 랄로 이번에도 이겼네 ㅋㅋ,0
불편하면 자세를 고쳐잡으라매.. 혼자서 속좁게 다밴해버리노 ㅋㅋㅋ,0
똥견,0
솔직히 존나 쫌팽이같다,0
저기중에서 남들이 캬캬캬 하니까 따라치다가 밴당한 새끼들 백퍼있을듯 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
스갤러들 다 몰려간 날이네 ㅋㅋㅋㅋ,0
캬~ 이천 사백~ 캬~,0
스갤=진짜 아무이유없이 캬 거림 =밴 일반인=잘했을떄 캬 2400등 감탄사로 씀 이차이인데 얘낸 구분을못함ㅋㅋ,0
스갤 잘쳐냈노 ㅋㅋㅋㅋㅋ,0
스갤러들 밴 잘때렸노,0
노잼인데도 캬 하는방 프레임 씌워질까봐 다 밴한거 ㅋㅋ,0
캬통령 ㄷㄷ,0
스붕이 밴당해서 부들부들한가보네ㅋㅋㅋ,0
캬도배좀 밴해라 하는데 캬가 안나오누ㅋㅋㄱㅋㅋㅋ,0
불편해? 불편하면 싹다 밴을해,0
ㅋㅋㅋㅋ 저러면 급식새끼들도 같이 캬 쳐서 벤당하겠노 스갤러와 급식 둘 다 쳐내는 방법이 있었네 캬~,0
고름출신이라 병신들 잘거르네ㅋㅋㅋ,1
밴이 불편해? 부캐로 고쳐앉아 ㅋㅋㅋ,0
ㅋㅋㅋㅋ 유쾌하게 못받네ㅋㅋ 캬 싹다 벤이노,0
그러게 우리 랄황님을 왜 불편하게 하셨댜~,0
뭔 와캬퍄여,0
1분 10초면 미니언도 도착안했는데 저지랄하니까 벤하지,0
다시보기 밴하는 소녀가슴 랄로 욕하지 말라에요,0
랄로 내로남불 ㄹㅇ... 레전드노 ㅋㅋ 남들 유튭 씹창낼때는 엄마말도 안듣는다 모르쇠 시전 불편하면 자세를 고쳐 앉아 ㅇㅈㄹ 하더니 지 채팅 씹창나니 전부밴 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이렇게 치졸한 새끼가 있노 ㅋㅋ,1
남유튜브가서 지랄하는거나 저렇게 잡아보지 ㅋㅋㅋㅋㅋ,0
스갤에서 캬 도배가지고 지랄한다고 캬 물타기 싹다 밴하노 ㄷㄷㄷ,0
대본군주 방청객섭외 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,0
뭔 캬여,0
악질 코스프레하던 좃밥새끼들 진 짜 악 질 새 끼 들 몰려오니 당황해서 연기중단해버리노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
몇명이 썰린거? ㅋㅋㅋㅋ,0
열등감 오져서 대기업 다 까는 개비들 척살 호감인데??,0
개비가 아니라 똥견,0
캬가 부끄럽노?,0
강쏘방 로기견 무섭노 ㅋㅋㅋ,0
강쏘방도 요즘시매..,0
열사님이였네,0
롤할때 채팅으로 억까하는 애들 대부분 저런애들임ㅋㅋㅋ,0
롤할때 잠깐 봤는데 채팅창 로아가지고 노래부르더라 ㅇㅇ,0
침착맨보니까 느낀게 실방시청자들을 제일 벌레취급하는듯,0
일주일에 3일 방송한다고 죄송하다고 하는게 침착맨인데 무슨 ㅋㅋ,0
의례적으로 하는말을 구분을 못하는 ;;; 으휴 이러니 개돼지 취급받지,0
그럼 얍얍이는 왜죽였어 나쁜놈아ㅠㅠ,0
원래 트수가 제일 개돼지 취급받음,0
ㄹㅇ 예전에 하구헌날 방접으로 협박질했지 ㅋㅋㅋ,0
침착맨 = 월급3억 받는 114상담원,0
개돼지들을 개돼지답게 취급해주는데 뭐가 문제,0
사상검증하는 새끼들이 제일 악랄함,0
침착맨이 연예인 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
그럼 니 논리면 서장훈도 연예인아님?,0
이 병신은 이걸 강호동처럼 전업으로 돌린거랑 같다고 보고있네,1
ㅇㅇ 양궁선수랑 비교하는 너처럼 비교한건데?,0
공인 연예인 구별도 못하는 병신이였노 ㅉㅉ,1
병신같이 비교도 참 좆같은걸로 하네,1
이게 침싸개 수준이구나 ㄷㄷ,0
진짜 침싸개 수준 존나 떨어짐,0
침붕이 유튜브 유입 존나 많나보네,0
근데 채널이 3개라는거,0
